PLAYER,TEAM,GP,W,L,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS
"Hield, Buddy",SAC,25,8,17,29.1,23.9,52.2,45.8,6.0,18.0,33.4,10.4,13.9,75.2,7.1,19.7,26.8,14.6,7.5,5.0,2.6,2.2,10.0,11.6,64.2,2.5
"Hill, George",UTA,49,33,16,31.5,23.4,53.0,44.1,5.5,15.0,36.4,9.4,12.2,77.5,5.1,20.6,25.7,11.4,7.8,4.5,2.5,3.1,13.3,11.3,61.6,-5.3
"Hill, Jordan",MIN,7,2,5,6.7,3.9,10.1,38.0,0.9,3.7,23.1,3.1,4.4,71.0,2.0,3.9,5.9,2.3,2.4,1.3,0.6,0.4,2.7,3.0,11.7,-1.7
"Hill, Solomon",NOP,80,34,46,29.7,24.3,54.4,44.7,6.1,18.2,33.5,9.9,13.3,74.4,6.6,23.0,29.6,14.3,8.8,4.6,2.4,3.3,11.8,11.3,64.6,-0.1
"Hilliard, Darrun",DET,39,19,20,9.8,7.2,16.3,44.2,1.6,4.8,34.0,3.5,4.7,73.9,1.5,6.8,8.3,4.7,2.5,1.3,0.9,0.5,3.6,4.0,19.5,-0.3
"Holiday, Jrue",NOP,67,32,35,32.7,26.3,60.0,43.9,6.9,20.6,33.3,10.6,14.1,74.6,7.3,25.5,32.8,15.1,9.3,5.1,2.9,3.8,12.9,11.9,70.1,-0.6
"Holiday, Justin",NYK,82,31,51,20.0,15.4,35.2,43.7,4.2,12.1,34.3,8.2,10.7,76.3,4.6,13.5,18.0,7.8,5.7,3.0,2.1,2.3,8.0,9.0,43.0,0.5
"Hollis-Jefferson, Rondae",BKN,78,19,59,22.6,19.8,43.1,46.0,4.5,12.3,36.3,9.1,12.0,75.7,5.0,17.3,22.3,11.1,6.5,4.4,2.6,2.3,10.0,9.8,53.2,3.4
"Holmes, Richaun",PHI,57,16,41,20.9,17.6,37.5,47.1,3.8,10.6,35.9,9.6,12.2,78.5,4.8,14.7,19.5,10.1,6.2,4.0,2.1,2.0,7.4,9.9,48.7,4.0
"Hood, Rodney",UTA,59,40,19,27.0,20.4,46.5,43.9,4.4,12.2,35.9,8.7,10.9,79.8,5.1,17.2,22.3,10.4,6.3,4.1,2.0,2.8,11.0,10.6,54.0,-1.8
"Horford, Al",BOS,68,46,22,32.3,26.0,58.0,44.9,6.2,18.4,33.6,12.2,15.7,77.5,7.4,22.7,30.1,15.3,9.1,5.1,3.0,2.9,13.1,12.7,70.4,-3.2
"House Jr., Danuel",WAS,1,0,1,0.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Howard, Dwight",ATL,74,37,37,29.7,24.2,54.4,44.5,6.8,18.5,36.7,8.7,11.5,76.2,6.6,19.3,25.9,15.1,9.1,6.1,3.4,3.0,13.2,11.0,63.9,1.5
"Huertas, Marcelo",LAL,23,5,18,10.3,9.3,17.9,51.7,2.4,6.1,40.0,3.1,4.1,75.8,2.1,8.0,10.1,5.7,3.7,2.0,1.1,0.6,4.4,3.7,24.1,1.9
"Huestis, Josh",OKC,2,0,2,15.4,12.5,29.0,43.1,2.5,9.5,26.3,9.5,12.0,79.2,0.5,10.5,11.0,7.0,1.5,3.0,1.5,2.5,2.5,7.5,37.0,-1.5
"Humphries, Kris",ATL,56,31,25,12.3,9.6,21.3,45.0,2.3,7.3,32.0,4.1,5.4,77.0,2.5,8.8,11.3,5.5,4.0,2.2,1.3,1.0,5.2,4.7,25.6,1.2
"Hunter, RJ",CHI,3,2,1,3.1,1.7,5.3,31.3,0.0,2.3,0.0,1.7,2.7,62.5,1.0,4.3,5.3,1.3,0.3,0.7,1.0,0.0,0.0,1.7,5.0,3.3
"Ibaka, Serge",ORL,56,21,35,30.5,25.4,54.0,47.0,5.9,15.5,37.7,11.5,15.0,76.6,5.9,22.1,27.9,14.6,8.2,4.8,3.2,3.4,10.9,12.6,68.1,3.3
"Ibaka, Serge",TOR,23,16,7,31.0,24.2,54.5,44.4,5.7,16.9,33.4,10.7,13.6,78.3,6.2,19.7,25.8,14.1,7.3,4.7,2.4,3.1,12.7,13.0,64.7,-1.9
"Iguodala, Andre",GSW,76,64,12,26.3,20.5,48.0,42.6,4.8,14.9,32.4,10.8,14.1,77.0,6.8,17.5,24.3,11.6,8.6,4.3,1.9,4.0,11.1,10.9,56.6,-6.9
"Ilyasova, Ersan",ATL,26,11,15,24.4,19.0,44.3,42.9,5.4,16.1,33.4,8.7,11.3,77.2,6.0,16.1,22.1,12.5,7.6,4.1,2.5,2.4,12.0,10.2,52.2,-1.7
"Ilyasova, Ersan",PHI,53,21,32,27.3,22.1,48.5,45.5,4.9,13.7,36.0,11.3,14.5,77.5,6.5,19.8,26.2,12.6,9.2,4.4,2.8,3.2,11.3,12.8,60.4,1.7
"Ilyasova, Ersan",OKC,3,3,0,20.7,16.0,37.0,43.2,2.7,12.0,22.2,9.7,12.0,80.6,4.0,14.3,18.3,7.7,9.3,4.3,3.0,1.3,8.0,9.3,44.3,-4.7
"Ingles, Joe",UTA,82,51,31,24.1,18.4,40.6,45.3,4.3,11.9,36.1,8.3,10.7,77.7,4.5,15.0,19.5,8.8,6.4,3.8,1.9,2.5,10.0,9.4,49.4,-1.9
"Ingram, Brandon",LAL,79,26,53,28.9,25.1,51.5,48.7,6.2,16.3,37.8,11.6,15.3,76.0,6.5,20.1,26.7,15.4,8.6,5.0,3.2,2.3,11.7,12.6,68.0,4.8
"Irving, Kyrie",CLE,72,47,25,35.1,30.1,65.0,46.3,7.7,20.8,36.7,10.7,13.8,77.5,8.1,23.6,31.7,18.6,9.0,5.2,3.2,3.0,14.5,12.6,78.5,-4.6
"Jack, Jarrett",NOP,2,1,1,16.5,13.5,28.5,47.4,2.5,8.5,29.4,4.0,5.0,80.0,3.5,11.5,15.0,5.5,5.5,4.5,1.5,0.5,9.0,6.5,33.5,3.0
"Jackson, Demetrius",BOS,5,1,4,3.4,2.4,5.2,46.2,0.8,1.4,57.1,1.8,2.0,90.0,0.8,2.8,3.6,1.4,1.0,0.2,0.4,0.4,2.4,1.6,7.4,-0.2
"Jackson, Pierre",DAL,9,4,5,9.4,6.1,15.0,40.7,1.3,5.0,26.7,2.9,3.7,78.8,1.8,7.4,9.2,2.8,4.2,0.3,0.9,0.7,4.6,3.3,16.4,-6.1
"Jackson, Reggie",DET,52,23,29,27.4,22.9,46.6,49.2,5.8,14.4,39.9,9.2,11.6,79.1,4.2,20.8,24.9,14.7,7.5,3.9,2.2,2.0,9.5,10.4,60.8,4.3
"James, LeBron",CLE,74,51,23,37.8,31.7,68.9,46.0,7.9,22.2,35.5,11.4,14.6,78.1,8.2,25.0,33.2,19.5,10.1,5.7,3.1,3.1,16.5,13.5,82.7,-6.5
"Jefferson, Al",IND,66,33,33,14.1,10.8,23.7,45.5,2.9,8.2,35.7,6.2,7.9,78.2,2.8,10.2,13.0,6.4,4.0,2.1,1.6,1.0,5.4,6.4,30.7,1.5
"Jefferson, Richard",CLE,79,50,29,20.4,16.5,37.2,44.4,4.3,12.0,35.5,7.2,9.2,78.2,4.6,13.9,18.5,9.8,5.0,3.0,1.8,1.6,9.2,7.9,44.5,-1.6
"Jenkins, John",PHX,4,0,4,3.2,2.8,5.3,52.4,0.5,1.3,40.0,1.0,1.5,66.7,0.5,2.3,2.8,2.0,1.0,0.0,0.0,0.5,1.8,1.0,7.0,-2.3
"Jennings, Brandon",WAS,23,13,10,16.2,13.7,29.0,47.1,3.0,8.5,35.9,5.0,6.9,72.3,3.6,11.0,14.6,7.3,4.8,2.3,2.0,0.9,6.4,7.5,35.3,-1.3
"Jennings, Brandon",NYK,58,24,34,24.6,20.1,44.4,45.2,4.7,14.1,33.5,10.5,13.5,78.0,6.1,17.1,23.1,10.7,6.8,3.8,2.0,3.2,9.6,11.4,55.3,1.6
"Jerebko, Jonas",BOS,78,51,27,15.8,12.8,28.3,45.2,2.9,8.9,32.5,6.1,8.1,75.7,3.6,10.7,14.3,7.4,4.5,2.4,1.8,1.4,6.4,6.9,34.7,-0.5
"Johnson, Amir",BOS,80,51,29,20.1,16.0,35.7,44.7,3.4,10.7,31.9,7.4,9.7,76.3,4.4,13.7,18.2,9.4,5.8,3.3,2.1,1.9,7.6,8.5,42.8,-2.6
"Johnson, Brice",LAC,3,1,2,3.1,2.3,5.3,43.8,0.3,1.0,33.3,0.0,0.0,0.0,0.7,1.3,2.0,1.0,1.7,0.7,0.7,0.3,0.7,0.3,5.0,-2.3
"Johnson, James",MIA,76,40,36,27.4,20.8,47.4,44.0,4.7,13.5,34.6,11.1,14.1,79.0,5.6,19.2,24.8,10.9,8.2,4.0,2.7,3.6,11.2,11.9,57.5,-1.8
"Johnson, Joe",UTA,78,47,31,23.6,17.8,39.9,44.6,3.9,11.5,33.6,8.6,11.1,78.1,4.5,15.3,19.7,8.6,5.8,3.4,1.8,2.2,9.4,9.6,48.1,-1.5
"Johnson, Stanley",DET,77,35,42,17.8,13.6,30.1,45.4,3.5,9.6,36.0,6.6,8.1,81.2,2.6,12.1,14.6,8.3,5.0,2.5,1.6,1.5,6.8,7.1,37.3,0.0
"Johnson, Tyler",MIA,73,35,38,29.8,22.9,51.5,44.6,4.8,14.4,33.7,12.3,15.5,79.8,6.0,20.6,26.7,11.8,8.7,4.2,3.2,3.6,12.3,13.0,63.1,-0.5
"Johnson, Wesley",LAC,68,40,28,11.9,9.2,20.7,44.3,2.2,6.4,35.2,4.8,6.3,76.0,2.6,9.0,11.5,5.4,3.4,1.7,0.8,1.1,4.8,5.6,25.4,0.8
"Jokic, Nikola",DEN,73,37,36,27.9,24.5,51.3,47.8,5.7,15.3,37.0,9.1,11.7,77.9,5.1,17.7,22.7,14.5,6.7,4.8,2.6,2.0,11.6,10.2,63.8,-4.1
"Jones Jr., Derrick",PHX,32,7,25,17.0,13.8,31.1,44.3,2.9,9.3,31.8,7.6,10.0,76.0,4.0,11.8,15.8,7.7,5.3,2.6,1.6,2.3,8.1,8.7,38.1,-1.0
"Jones, Dahntay",CLE,1,0,1,12.0,10.0,23.0,43.5,3.0,6.0,50.0,0.0,0.0,0.0,3.0,9.0,12.0,6.0,1.0,0.0,2.0,3.0,7.0,1.0,23.0,-2.0
"Jones, Damian",GSW,10,7,3,8.5,7.2,13.9,51.8,1.7,4.5,37.8,2.3,3.3,69.7,1.7,5.9,7.6,5.1,3.6,1.8,1.1,1.0,3.5,3.5,18.4,2.8
"Jones, James",CLE,48,28,20,7.9,6.5,13.9,46.6,1.9,4.5,41.7,3.0,4.0,75.9,2.0,6.1,8.2,3.7,2.5,1.2,0.6,0.9,3.3,3.3,17.9,2.1
"Jones, Terrence",MIL,3,1,2,2.2,1.3,3.7,36.4,0.3,1.7,20.0,1.0,1.3,75.0,0.3,2.0,2.3,1.0,0.7,0.3,0.0,0.3,0.7,0.7,4.0,2.0
"Jones, Terrence",NOP,51,19,32,24.8,20.4,45.5,44.9,5.5,15.3,36.3,7.6,10.4,73.7,5.5,19.9,25.4,12.0,6.9,3.5,2.6,3.1,9.9,9.0,54.1,1.0
"Jones, Tyus",MIN,60,23,37,12.9,10.2,21.6,47.2,2.5,7.0,35.3,5.5,7.2,76.8,2.8,8.3,11.2,5.5,4.3,1.9,1.1,1.0,5.9,6.0,28.4,-0.6
"Jordan, DeAndre",LAC,81,51,30,31.7,25.4,56.8,44.8,6.2,17.7,35.0,10.8,14.1,76.7,6.3,20.7,27.1,15.7,8.7,4.7,2.0,2.8,15.6,11.9,67.9,-5.6
"Joseph, Cory",TOR,80,49,31,25.0,19.5,43.3,45.0,5.2,14.6,35.5,10.3,12.9,80.4,5.3,16.8,22.1,11.3,7.3,3.3,2.4,2.5,10.7,11.0,54.5,-0.5
"Kaminsky, Frank",CHA,75,31,44,26.1,21.5,46.7,45.9,6.2,17.0,36.5,8.0,10.3,77.7,5.0,19.1,24.1,13.3,7.0,3.5,2.6,2.5,10.7,9.3,57.1,-0.6
"Kanter, Enes",OKC,72,43,29,21.3,17.3,37.4,46.2,3.6,10.6,34.5,8.8,11.5,76.3,4.3,13.0,17.3,9.6,5.4,3.8,2.7,2.1,9.4,9.7,47.1,-0.8
"Kelly, Ryan",ATL,16,6,10,6.9,5.1,12.1,42.3,1.1,4.1,26.2,1.8,2.4,76.3,1.5,5.4,6.9,2.7,2.2,1.1,0.8,0.9,2.6,2.0,13.1,-0.3
"Kidd-Gilchrist, Michael",CHA,81,36,45,29.0,23.3,51.9,45.0,7.2,19.1,37.7,7.9,10.1,78.4,5.1,21.4,26.5,14.8,8.3,4.0,3.7,3.0,11.4,9.3,61.8,0.1
"Kilpatrick, Sean",BKN,70,14,56,25.1,21.9,47.4,46.2,5.2,14.5,35.9,9.7,12.9,75.5,5.8,18.4,24.3,12.0,6.7,5.1,3.0,2.4,10.5,10.9,58.6,3.2
"Knight, Brandon",PHX,54,16,38,21.1,17.7,37.2,47.6,4.4,11.3,39.3,10.6,13.3,79.5,4.2,14.9,19.1,9.4,6.6,3.6,2.5,2.1,9.8,11.8,50.4,6.0
"Korver, Kyle",CLE,35,17,18,24.5,21.1,45.1,46.7,5.8,15.2,38.0,9.4,11.7,80.5,5.6,16.9,22.5,13.1,6.1,4.1,2.2,2.1,10.8,10.0,57.4,1.6
"Korver, Kyle",ATL,32,16,16,28.0,23.8,50.9,46.8,5.8,15.8,36.9,8.6,11.1,77.2,6.0,19.1,25.1,13.7,8.5,5.5,3.0,3.2,11.3,10.4,62.1,3.5
"Koufos, Kosta",SAC,71,27,44,20.0,15.8,34.6,45.5,4.5,11.7,38.1,7.1,9.1,77.8,4.2,13.7,17.9,9.5,5.5,3.3,2.2,1.7,7.4,8.2,43.1,2.2
"Kuzminskas, Mindaugas",NYK,68,24,44,14.9,12.0,26.7,45.1,2.9,8.6,33.4,5.5,7.1,76.9,3.5,9.7,13.2,6.5,4.5,2.6,1.8,1.9,5.9,6.6,32.4,0.0
"LaVine, Zach",MIN,47,16,31,37.2,30.7,63.6,48.2,7.4,19.9,37.1,13.5,17.6,76.7,7.3,24.0,31.3,17.9,10.6,6.1,4.3,3.7,15.1,15.6,82.2,2.5
"Labissiere, Skal",SAC,33,9,24,18.5,15.4,33.5,45.8,4.4,12.5,35.3,5.4,7.4,73.0,4.2,12.8,16.9,9.9,5.2,3.2,2.0,1.5,7.5,6.5,40.5,1.2
"Lamb, Jeremy",CHA,62,27,35,18.4,14.8,32.8,45.1,4.5,12.2,37.4,6.0,7.8,77.1,3.7,13.2,16.9,9.3,4.4,2.4,1.7,1.9,7.7,6.9,40.1,0.6
"Laprovittola, Nicolas",SAS,18,15,3,9.7,7.4,16.5,45.1,1.9,5.4,35.1,3.6,4.8,74.4,1.9,7.0,8.9,4.3,2.8,1.7,0.8,1.2,4.1,4.2,20.3,2.4
"Lauvergne, Joffrey",OKC,50,30,20,14.8,12.2,25.8,47.3,2.4,7.3,33.6,6.0,7.9,76.8,2.9,9.5,12.4,6.3,3.9,2.2,1.8,1.3,6.3,6.2,32.9,1.5
"Lauvergne, Joffrey",CHI,20,11,9,12.1,10.0,22.4,44.6,2.8,8.1,34.2,3.3,4.5,73.0,3.1,9.1,12.2,6.1,3.4,2.1,1.2,1.0,4.3,3.9,26.0,0.6
"Lawson, Ty",SAC,69,25,44,25.1,19.8,43.8,45.1,5.6,15.7,35.7,10.7,13.7,78.7,5.7,17.0,22.7,11.6,7.3,4.3,3.0,2.0,11.1,11.5,55.9,2.3
"Layman, Jake",POR,35,16,19,7.1,5.1,12.6,40.5,1.3,3.9,33.8,3.0,3.9,76.1,1.7,5.4,7.1,2.9,1.9,1.0,0.6,0.6,2.7,2.8,14.5,0.0
"LeVert, Caris",BKN,57,15,42,21.7,18.5,40.5,45.8,4.1,11.2,36.7,9.8,12.8,77.2,4.8,16.2,21.0,9.8,6.1,4.0,2.6,2.2,9.5,9.9,51.0,1.6
"Lee, Courtney",NYK,77,29,48,31.9,27.0,57.8,46.6,6.3,18.2,34.6,11.8,15.4,76.6,7.8,22.0,29.7,15.0,8.2,4.6,2.8,3.4,11.5,12.7,72.1,3.0
"Lee, David",SAS,79,58,21,18.7,14.5,33.1,43.8,3.4,9.9,34.2,5.7,7.5,76.1,4.0,12.0,16.0,8.4,6.0,3.1,1.6,2.3,7.5,7.2,38.1,-4.0
"Len, Alex",PHX,77,21,56,20.3,17.2,36.7,46.9,4.5,11.2,40.0,9.5,12.4,76.6,4.4,14.4,18.8,9.8,6.0,3.6,2.5,2.5,8.6,10.6,48.4,5.2
"Leonard, Kawhi",SAS,74,54,20,33.4,26.2,57.7,45.4,6.1,16.2,37.6,10.8,13.8,78.5,6.6,21.9,28.5,15.9,9.5,4.7,2.2,4.1,14.1,11.9,69.3,-5.9
"Leonard, Meyers",POR,74,37,37,16.5,13.1,28.7,45.5,2.9,7.8,37.3,7.5,9.6,78.7,3.3,12.6,15.8,6.6,4.3,2.5,1.6,1.5,6.1,7.2,36.6,0.4
"Leuer, Jon",DET,75,34,41,25.9,20.4,44.7,45.6,4.9,13.5,36.4,8.8,11.4,77.0,4.1,18.7,22.8,12.5,6.7,3.7,2.4,2.1,9.7,9.7,54.5,1.0
"Liggins, DeAndre",DAL,1,1,0,24.6,18.0,41.0,43.9,2.0,9.0,22.2,8.0,9.0,88.9,6.0,15.0,21.0,10.0,7.0,0.0,4.0,1.0,8.0,9.0,46.0,-7.0
"Liggins, DeAndre",CLE,61,39,22,12.3,10.0,21.9,45.8,2.5,7.1,35.0,3.8,5.0,74.9,2.7,8.3,11.0,6.0,3.5,1.8,1.4,1.0,5.3,4.7,26.3,-0.8
"Lillard, Damian",POR,75,38,37,35.9,29.2,63.7,45.8,6.8,18.7,36.4,15.9,20.1,79.2,7.6,25.0,32.6,15.3,9.6,5.5,4.1,3.7,15.1,15.7,81.1,-1.1
"Lin, Jeremy",BKN,36,13,23,24.5,21.5,47.0,45.8,4.6,12.8,35.7,10.8,13.5,80.0,5.1,18.8,23.9,12.7,7.1,5.0,2.8,2.8,11.3,11.4,58.4,2.3
"Livingston, Shaun",GSW,76,63,13,17.7,13.7,32.2,42.6,3.1,10.1,30.4,6.2,8.1,76.6,4.3,11.6,15.9,8.1,5.2,3.1,1.2,2.6,7.2,7.3,36.7,-2.0
"Long, Shawn",PHI,18,5,13,13.0,10.4,22.7,45.8,2.2,6.7,33.1,6.4,8.3,76.7,2.9,8.1,10.9,5.8,3.8,2.1,1.4,1.0,5.2,6.8,29.4,-1.1
"Looney, Kevon",GSW,53,44,9,8.4,6.8,15.5,44.1,1.6,4.7,33.2,3.2,4.2,75.4,1.9,5.6,7.6,3.9,2.5,1.8,0.7,1.4,3.1,3.3,18.5,0.3
"Lopez, Brook",BKN,75,20,55,29.6,25.7,56.2,45.8,5.8,15.9,36.3,11.6,15.3,75.8,6.5,22.3,28.8,14.3,7.5,5.6,3.5,3.2,12.9,12.8,68.8,2.1
"Lopez, Robin",CHI,81,40,41,28.0,23.2,50.5,45.9,5.0,13.8,36.5,7.9,10.1,78.1,5.9,19.0,24.9,13.6,7.4,4.2,2.7,3.1,10.6,9.5,59.3,-0.9
"Love, Kevin",CLE,60,40,20,31.4,26.5,57.5,46.0,6.7,19.2,34.8,9.1,11.9,76.2,6.8,20.8,27.5,16.5,8.8,4.9,3.2,2.4,13.8,11.1,68.7,-5.6
"Lowry, Kyle",TOR,60,36,24,37.4,29.1,63.9,45.6,7.6,20.6,36.6,13.3,17.3,76.5,7.9,24.6,32.5,17.2,12.0,5.1,3.7,3.5,16.2,15.9,79.1,-5.9
"Lucas III, John",MIN,5,3,2,2.1,1.2,3.4,35.3,0.0,0.2,0.0,0.4,0.4,100,0.6,1.2,1.8,0.6,1.0,0.2,0.0,0.4,1.4,0.4,2.8,-2.4
"Luwawu-Cabarrot, Timothe",PHI,69,23,46,17.2,13.6,30.4,44.8,2.9,8.6,33.8,7.7,9.9,77.1,3.9,12.3,16.2,7.9,5.6,3.1,1.9,1.6,6.9,8.1,37.9,0.8
"Lyles, Trey",UTA,71,43,28,16.3,12.3,28.1,43.9,2.8,7.8,35.9,5.6,7.5,75.3,3.2,11.1,14.4,6.3,4.0,2.2,1.4,1.7,6.7,6.6,33.0,-0.4
"Mac, Sheldon",WAS,30,17,13,9.6,7.7,16.7,46.0,1.8,4.7,38.0,3.2,4.5,70.6,2.0,7.1,9.1,4.3,2.8,1.3,0.8,0.6,3.6,4.0,20.4,1.8
"Mack, Shelvin",UTA,55,34,21,21.9,16.7,37.6,44.4,3.8,10.3,37.1,7.4,9.5,78.0,4.5,14.0,18.5,8.2,5.3,3.7,1.5,2.3,9.1,8.7,44.6,-0.3
"Mahinmi, Ian",WAS,31,19,12,17.9,13.9,30.8,45.2,3.5,9.7,36.0,6.6,8.9,74.5,3.9,11.8,15.7,8.1,5.6,2.8,2.0,1.5,7.8,8.6,37.9,-1.0
"Maker, Thon",MIL,57,31,26,9.9,7.7,16.2,47.9,1.9,5.0,37.8,3.3,4.5,73.4,1.7,7.1,8.8,5.2,3.2,1.3,0.8,1.1,3.9,3.9,20.7,0.5
"Marjanovic, Boban",DET,35,16,19,8.4,6.4,14.5,44.2,1.9,4.8,38.9,2.4,3.2,75.2,1.3,5.9,7.2,4.0,2.1,1.1,1.0,0.7,3.4,2.7,17.1,-0.9
"Martin, Jarell",MEM,42,23,19,13.3,9.0,21.9,41.1,2.7,8.3,33.0,6.4,8.5,75.3,2.7,9.7,12.4,5.1,4.3,1.8,1.9,1.2,5.4,7.1,27.1,1.7
"Matthews, Wesley",DAL,73,29,44,34.2,26.1,55.8,46.7,6.8,17.6,38.5,12.8,16.3,78.3,6.5,25.8,32.3,15.1,10.6,4.6,2.3,2.4,13.2,13.7,71.7,2.6
"Mbah a Moute, Luc",LAC,80,49,31,22.3,17.9,40.6,44.1,4.4,12.4,35.4,7.2,9.2,78.1,4.7,14.7,19.4,10.5,6.5,3.3,1.4,2.2,10.0,8.2,47.4,-3.3
"McAdoo, James Michael",GSW,52,43,9,8.8,7.2,16.3,43.9,1.4,4.7,31.0,3.0,3.9,77.1,2.4,6.2,8.6,4.4,2.9,1.7,0.6,1.5,3.3,3.4,18.8,0.8
"McCaw, Patrick",GSW,71,57,14,15.1,13.0,28.1,46.1,2.7,8.2,33.5,5.3,7.0,75.1,3.6,10.7,14.3,8.0,4.7,3.0,1.4,2.2,5.7,6.0,33.9,0.6
"McCollum, CJ",POR,80,40,40,34.9,28.3,62.3,45.5,6.8,18.1,37.8,14.5,18.8,77.0,7.5,24.0,31.5,14.6,9.3,5.3,3.8,3.9,14.2,15.4,78.0,-0.8
"McConnell, T.J.",PHI,81,27,54,26.3,21.9,47.2,46.5,4.9,13.8,35.3,11.3,14.4,78.4,6.0,19.0,25.0,12.7,8.8,4.6,3.0,2.8,10.6,11.7,60.0,3.9
"McCullough, Chris",WAS,2,1,1,4.1,3.5,7.0,50.0,1.0,2.5,40.0,1.5,3.0,50.0,1.5,3.0,4.5,1.0,1.5,0.5,0.0,0.0,3.0,2.0,9.5,1.0
"McCullough, Chris",BKN,14,0,14,5.2,4.0,9.5,42.1,0.9,3.3,26.1,1.1,1.1,93.8,1.3,3.3,4.6,2.2,1.9,1.0,0.9,0.4,2.0,1.4,9.9,-3.7
"McDaniels, KJ",BKN,20,7,13,14.7,12.0,27.0,44.4,2.8,8.3,33.9,5.8,7.6,76.2,3.7,10.8,14.4,6.9,4.3,3.0,1.2,1.5,6.3,6.1,32.6,1.0
"McDaniels, KJ",HOU,29,21,8,7.3,6.0,13.1,45.5,1.8,4.8,37.0,3.2,4.0,80.3,1.7,4.4,6.2,3.4,2.2,1.6,0.7,0.8,2.1,3.3,16.9,0.9
