PLAYER,TEAM,GP,W,L,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS
"Rush, Brandon",MIN,47,15,32,21.9,18.4,39.0,47.1,4.7,13.1,36.0,7.2,9.7,74.7,5.0,13.6,18.5,11.3,6.1,3.9,2.1,2.0,9.1,8.4,48.7,0.9
"Russell, D'Angelo",LAL,63,21,42,28.7,25.4,51.4,49.4,6.1,16.1,38.1,11.8,15.3,76.8,6.2,21.1,27.3,15.6,8.7,4.7,2.8,2.4,10.9,12.8,68.7,5.7
"Sabonis, Domantas",OKC,81,46,35,20.1,16.0,35.5,45.1,3.5,9.9,35.7,6.9,9.1,76.3,3.8,13.5,17.3,8.7,6.0,3.5,2.2,2.0,7.8,8.4,42.5,-0.2
"Sanders, Larry",CLE,5,2,3,2.5,1.8,4.2,42.9,0.4,1.4,28.6,1.2,2.2,54.5,0.4,0.8,1.2,1.0,0.4,1.4,0.4,0.2,0.4,1.6,5.2,0.2
"Saric, Dario",PHI,81,28,53,26.3,21.4,46.6,45.9,5.0,14.0,35.5,11.5,15.0,76.8,5.8,18.2,24.0,12.3,8.1,5.0,3.3,2.6,10.7,12.0,59.3,3.8
"Satoransky, Tomas",WAS,57,33,24,12.6,9.5,21.8,43.4,2.4,6.9,35.3,4.6,6.1,75.4,3.1,8.2,11.2,5.2,3.9,1.8,1.1,1.2,5.1,5.8,25.9,-0.2
"Schroder, Dennis",ATL,79,42,37,31.5,25.8,57.3,45.1,7.2,19.6,36.8,10.2,13.4,76.4,7.4,21.2,28.7,15.9,9.8,6.0,3.6,3.1,13.7,11.7,69.1,1.0
"Scola, Luis",BKN,36,7,29,12.8,11.4,23.8,48.0,2.7,7.6,35.3,4.9,6.3,78.0,2.7,9.6,12.3,6.5,3.6,2.4,1.4,0.8,5.2,5.9,30.4,2.3
"Scott, Mike",ATL,18,7,11,10.8,8.2,18.3,44.8,2.3,6.7,35.0,3.9,5.1,78.0,2.2,8.6,10.8,4.7,4.0,1.7,1.3,1.2,4.8,3.8,22.7,2.3
"Sefolosha, Thabo",ATL,62,32,30,25.7,20.7,46.0,44.9,5.8,16.0,36.4,8.4,10.9,77.1,5.4,17.4,22.9,12.4,8.4,4.7,2.9,2.4,10.9,9.5,55.5,1.0
"Selden, Wayne",MEM,11,4,7,17.2,13.3,29.9,44.4,3.5,9.5,36.5,5.8,8.2,71.1,4.6,11.7,16.4,6.8,4.3,2.5,1.1,1.9,6.5,6.8,35.8,3.5
"Selden, Wayne",NOP,3,2,1,15.7,12.0,29.7,40.4,4.7,13.3,35.0,5.7,8.3,68.0,3.0,14.0,17.0,5.3,4.7,2.0,0.3,2.0,6.0,6.3,34.3,1.0
"Seraphin, Kevin",IND,49,23,26,11.4,9.0,19.6,46.1,3.0,7.2,41.4,4.4,6.0,73.7,2.6,8.2,10.8,5.5,3.3,1.8,1.2,1.0,3.9,4.3,25.4,2.1
"Sessions, Ramon",CHA,50,23,27,16.2,13.9,30.4,45.8,3.8,10.4,36.9,4.7,6.2,76.5,3.4,11.9,15.2,8.6,3.9,2.6,1.6,1.6,7.0,5.7,36.4,1.6
"Shumpert, Iman",CLE,76,48,28,25.5,21.1,46.7,45.2,5.6,15.7,35.9,8.7,11.1,77.9,5.8,17.6,23.3,12.6,6.4,3.6,2.0,2.1,10.4,9.8,56.5,-0.6
"Siakam, Pascal",TOR,55,35,20,15.6,12.6,26.7,47.2,3.5,8.7,40.0,5.3,7.1,75.8,3.1,10.2,13.3,7.7,5.3,2.6,1.7,1.6,5.4,6.5,34.1,0.9
"Simmons, Jonathon",SAS,78,60,18,17.9,13.1,30.4,42.9,2.7,9.0,29.9,6.5,8.7,75.0,3.6,11.6,15.2,7.2,5.9,3.1,1.7,2.1,7.4,7.7,35.3,-2.7
"Singler, Kyle",OKC,32,15,17,12.0,9.5,20.3,46.7,1.8,5.7,30.8,4.4,5.8,76.2,1.9,8.3,10.1,4.6,3.8,1.7,1.3,1.0,5.3,5.2,25.2,-0.3
"Smart, Marcus",BOS,79,51,28,30.4,24.0,53.3,45.0,5.5,17.2,31.8,13.0,16.8,77.4,6.5,21.4,27.9,13.4,9.3,4.9,3.3,2.3,13.8,13.2,66.4,-1.6
"Smith, Ish",DET,81,37,44,24.1,19.1,42.3,45.1,4.5,12.6,35.4,8.4,10.7,78.1,4.3,17.2,21.5,11.3,6.3,3.3,2.0,2.0,8.9,8.6,51.0,-0.6
"Smith, JR",CLE,41,25,16,29.0,25.1,53.6,46.8,5.8,16.8,34.6,8.7,11.7,74.5,6.7,20.1,26.9,15.6,7.8,4.6,2.3,2.2,12.2,10.7,64.7,-1.8
"Smith, Jason",WAS,74,45,29,14.4,11.3,25.1,45.1,2.9,8.1,35.2,6.2,8.3,74.0,3.2,9.1,12.3,6.6,4.1,2.2,1.1,1.6,5.9,7.5,31.6,0.1
"Snell, Tony",MIL,80,42,38,29.2,23.5,50.6,46.4,6.1,17.0,36.0,11.1,14.2,78.0,6.4,19.7,26.1,14.9,8.8,4.3,2.8,3.4,11.2,12.1,64.1,1.5
"Speights, Marreese",LAC,82,51,31,15.7,12.4,27.2,45.5,2.6,7.8,33.2,7.0,8.9,78.2,3.7,11.4,15.1,7.0,4.2,2.2,1.1,1.4,6.3,7.8,34.3,0.4
"Splitter, Tiago",PHI,8,1,7,9.5,8.1,15.8,51.6,2.1,5.0,42.5,3.1,4.9,64.1,1.1,6.1,7.3,4.5,2.8,1.9,1.8,0.5,4.8,3.5,21.5,0.5
"Stauskas, Nik",PHI,80,27,53,27.3,22.3,48.6,45.8,4.7,13.8,34.0,11.8,15.4,76.5,6.4,18.8,25.3,12.9,8.0,4.9,3.1,2.8,11.6,12.6,61.0,2.4
"Stephenson, Lance",NOP,6,0,6,27.1,20.2,49.7,40.6,3.8,14.0,27.4,10.3,12.7,81.6,5.8,22.7,28.5,11.3,9.3,5.2,2.3,4.2,11.8,13.2,54.5,1.7
"Stephenson, Lance",MIN,6,3,3,11.2,9.2,19.3,47.4,2.5,7.0,35.7,3.3,4.8,69.0,2.5,6.5,9.0,4.3,3.7,2.8,0.2,0.7,5.2,5.3,24.2,1.8
"Stephenson, Lance",IND,6,5,1,22.0,15.2,34.0,44.6,5.8,14.5,40.2,7.7,10.8,70.8,3.3,13.5,16.8,9.3,6.0,3.0,1.0,1.5,7.5,8.2,43.8,-5.3
"Stokes, Jarnell",DEN,2,0,2,3.3,2.5,5.5,45.5,0.5,2.0,25.0,2.5,4.0,62.5,1.5,3.0,4.5,2.5,1.0,0.5,1.0,0.0,1.0,2.5,8.0,0.0
"Stone, Diamond",LAC,7,6,1,3.5,2.7,5.9,46.3,0.7,2.6,27.8,1.7,2.7,63.2,1.0,3.4,4.4,1.9,0.7,0.7,0.6,0.1,0.6,1.3,7.9,3.9
"Stuckey, Rodney",IND,39,17,22,17.9,13.7,30.9,44.5,3.9,11.2,35.2,6.8,9.1,75.1,3.6,12.0,15.6,8.2,5.0,3.0,2.0,1.4,7.3,7.8,38.2,0.8
"Sullinger, Jared",TOR,11,2,9,10.7,7.6,16.9,45.2,2.3,5.5,41.7,4.7,5.9,80.0,1.6,9.2,10.8,4.7,3.3,1.4,1.4,0.7,4.5,5.2,22.3,2.6
"Tavares, Edy",CLE,1,0,1,24.0,18.0,42.0,42.9,4.0,13.0,30.8,5.0,8.0,62.5,5.0,16.0,21.0,9.0,3.0,2.0,2.0,7.0,12.0,7.0,45.0,-4.0
"Tavares, Edy",ATL,1,1,0,3.6,1.0,7.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,-6.0
"Taylor, Isaiah",HOU,4,3,1,13.0,13.5,26.5,50.9,2.5,7.3,34.5,4.8,5.5,86.4,3.8,9.5,13.3,8.0,3.3,2.5,0.8,1.0,5.5,4.8,34.3,4.8
"Teague, Jeff",IND,82,42,40,32.4,26.0,57.1,45.5,6.9,19.5,35.4,12.7,15.7,80.8,7.6,22.5,30.1,15.4,10.5,5.5,3.3,3.7,13.8,12.4,71.5,-0.6
"Teletovic, Mirza",MIL,70,36,34,16.2,12.4,27.8,44.7,3.2,9.6,33.5,5.5,7.4,74.6,3.5,10.9,14.4,7.8,5.0,2.7,1.3,1.6,6.4,6.7,33.7,-1.0
"Temple, Garrett",SAC,65,25,40,26.6,20.8,45.3,45.8,6.2,17.2,36.2,11.5,14.5,79.4,5.8,18.1,23.9,12.8,8.1,4.9,2.7,2.2,11.7,11.6,59.2,2.7
"Terry, Jason",MIL,74,37,37,18.4,14.1,31.5,44.6,3.6,10.7,33.2,6.1,8.4,73.4,4.0,11.9,15.9,8.9,5.8,2.9,1.6,1.9,7.5,8.1,37.9,-1.4
"Thomas, Isaiah",BOS,76,51,25,33.8,28.0,60.8,46.0,6.5,18.9,34.3,13.9,18.1,76.8,8.1,22.9,31.0,16.3,9.6,5.4,3.6,2.9,14.6,14.8,76.3,-3.6
"Thomas, Lance",NYK,46,15,31,21.0,17.3,38.0,45.4,4.7,13.2,35.1,8.8,11.4,77.8,5.4,15.0,20.4,10.0,5.5,3.0,1.9,2.4,8.2,9.5,48.0,4.4
"Thompson, Hollis",NOP,9,3,6,21.3,16.4,39.8,41.3,3.2,11.6,27.9,5.6,7.8,71.4,5.7,17.4,23.1,8.8,5.9,3.8,1.6,1.6,8.3,7.6,41.7,-2.1
"Thompson, Hollis",PHI,31,9,22,18.1,14.5,32.2,45.0,3.5,10.0,35.2,7.1,9.6,74.4,4.3,12.8,17.2,8.5,4.7,2.9,1.8,1.9,7.6,8.3,39.7,2.9
"Thompson, Klay",GSW,78,66,12,34.0,27.3,62.7,43.5,6.1,19.1,31.9,12.4,16.4,75.4,8.4,22.1,30.5,15.7,10.9,5.9,2.7,4.6,13.6,13.8,73.1,-10.3
"Thompson, Tristan",CLE,78,50,28,30.0,25.9,55.8,46.4,6.4,17.4,36.7,7.8,10.3,76.2,6.6,20.3,26.9,16.0,7.6,4.5,2.9,2.5,12.0,10.0,66.1,-1.7
"Thornton, Marcus",WAS,33,15,18,17.4,14.9,29.8,49.9,4.2,10.3,40.7,6.9,9.1,76.6,3.4,11.4,14.8,8.8,5.2,2.7,1.6,1.3,7.2,9.2,40.9,4.5
"Tobey, Mike",CHA,2,0,2,12.6,8.0,21.0,38.1,3.5,9.0,38.9,5.0,6.0,83.3,1.0,11.0,12.0,5.5,2.5,1.5,2.5,1.0,3.0,5.5,24.5,8.5
"Tolliver, Anthony",SAC,65,26,39,22.7,18.1,38.5,46.9,5.1,14.1,35.9,9.6,12.1,79.4,4.4,15.3,19.7,11.0,6.6,4.2,2.4,1.7,9.8,10.1,50.8,1.5
"Toupane, Axel",MIL,2,1,1,3.0,3.5,7.0,50.0,1.0,2.0,50.0,1.5,1.5,100,2.5,3.5,6.0,1.5,1.0,0.0,0.0,0.5,1.5,1.5,9.5,4.5
"Toupane, Axel",NOP,2,1,1,20.7,18.0,37.5,48.0,3.5,10.5,33.3,3.0,7.0,42.9,6.0,15.0,21.0,10.0,9.5,5.0,2.0,2.0,7.5,6.0,42.5,1.0
"Towns, Karl-Anthony",MIN,82,31,51,37.0,30.8,64.2,48.1,7.8,20.6,37.7,13.2,17.0,77.7,7.6,23.0,30.6,18.1,10.6,6.0,3.9,3.5,15.8,14.5,82.7,0.3
"Tucker, PJ",PHX,57,18,39,28.5,23.1,49.4,46.8,6.1,15.5,38.9,13.0,16.6,78.4,5.9,19.2,25.1,12.6,9.3,4.6,3.4,2.5,13.5,13.9,65.4,2.7
"Tucker, PJ",TOR,24,17,7,25.4,18.3,43.1,42.4,4.6,13.6,33.9,10.0,12.8,77.9,4.8,17.0,21.8,10.2,7.7,3.4,2.5,2.6,11.4,11.7,51.1,-3.2
"Turner, Evan",POR,65,34,31,25.5,20.3,44.9,45.2,4.9,13.3,37.0,11.4,14.5,78.8,5.3,18.5,23.8,10.7,7.0,4.3,2.8,2.6,10.6,11.3,56.9,2.7
"Turner, Myles",IND,81,42,39,31.4,24.7,55.5,44.6,6.5,18.7,34.8,11.8,14.7,80.7,7.3,21.5,28.7,14.4,9.8,5.4,3.0,3.7,13.1,12.0,67.8,-1.8
"Udrih, Beno",DET,39,18,21,14.4,10.3,24.1,42.8,2.6,7.9,33.1,4.4,5.9,74.8,2.1,9.6,11.7,6.3,3.7,2.1,1.6,1.1,5.3,5.4,27.6,-2.2
"Ulis, Tyler",PHX,61,15,46,18.4,15.2,33.3,45.8,3.8,10.4,37.0,8.6,11.2,76.2,4.2,13.4,17.6,8.4,5.5,2.8,1.8,2.1,8.3,9.5,42.9,2.3
"Uthoff, Jarrod",DAL,9,2,7,12.7,11.0,21.8,50.5,3.0,6.1,49.1,5.7,7.1,79.7,3.3,10.2,13.6,6.6,3.6,1.7,1.3,1.7,3.3,5.0,30.7,6.9
"Valanciunas, Jonas",TOR,80,50,30,25.8,20.8,44.8,46.5,5.3,13.8,38.0,8.8,11.6,75.9,5.3,16.8,22.1,12.3,7.3,3.7,2.5,2.5,10.4,10.2,55.7,-1.4
"Valentine, Denzel",CHI,57,28,29,17.1,13.7,30.1,45.7,3.2,9.5,33.8,5.9,7.7,76.8,3.8,12.2,16.0,8.4,5.4,2.4,1.5,1.5,6.5,7.0,36.6,0.3
"VanVleet, Fred",TOR,37,25,12,7.9,5.2,13.4,39.1,1.2,4.4,27.8,3.2,4.4,73.0,1.6,5.5,7.1,2.9,2.6,1.3,1.2,1.3,2.8,3.8,14.9,-1.8
"Varejao, Anderson",GSW,14,12,2,6.6,6.0,12.2,49.1,1.4,4.2,33.9,2.8,3.6,78.0,1.1,4.5,5.6,3.4,1.8,1.3,0.6,0.6,2.6,2.6,16.2,2.1
"Vasquez, Greivis",BKN,3,1,2,12.9,12.7,25.7,49.4,2.3,6.7,35.0,3.3,4.7,71.4,3.3,11.0,14.3,8.7,2.7,2.0,2.7,0.7,3.3,6.7,31.0,4.3
"Vaughn, Rashad",MIL,41,18,23,11.2,9.0,19.1,47.1,2.1,6.2,33.6,4.0,5.2,77.4,2.1,8.1,10.3,5.5,3.2,2.0,1.0,1.1,4.4,4.7,24.1,1.9
"Vonleh, Noah",POR,74,38,36,17.1,13.8,30.4,45.4,3.3,8.7,37.7,6.1,7.7,79.2,3.4,11.9,15.3,7.3,4.8,2.7,2.1,1.6,6.5,6.8,37.0,1.2
"Vucevic, Nikola",ORL,75,27,48,28.8,24.4,52.4,46.5,5.7,15.8,36.2,9.6,12.7,75.6,5.6,21.3,27.0,14.5,8.0,4.8,3.0,2.8,10.7,10.9,64.1,1.9
"Vujacic, Sasha",NYK,42,14,28,9.7,7.5,17.0,44.0,1.8,5.5,31.9,3.6,4.8,74.9,2.0,7.0,9.1,3.6,3.0,1.5,1.0,1.3,3.8,4.1,20.3,0.2
"Wade, Dwyane",CHI,60,29,31,29.9,24.8,54.0,45.9,5.7,16.2,35.4,9.1,12.0,76.4,6.3,20.7,26.9,15.0,8.1,4.7,3.2,3.2,11.7,11.2,64.4,1.2
"Waiters, Dion",MIA,46,27,19,30.1,23.5,53.2,44.3,4.9,14.1,34.7,11.8,14.8,79.2,6.7,20.7,27.4,12.2,8.4,4.3,3.0,3.6,11.0,12.8,63.7,-1.8
"Walker, Kemba",CHA,79,36,43,34.7,28.1,61.9,45.4,8.3,22.4,36.9,10.3,13.2,78.0,6.3,25.4,31.7,17.4,9.5,4.5,4.3,3.6,14.2,11.7,74.8,-2.4
"Wall, John",WAS,78,48,30,36.4,30.2,64.4,46.9,7.5,20.9,36.0,14.1,18.7,75.7,8.0,24.5,32.5,17.3,11.9,5.6,3.4,3.1,15.1,15.3,82.1,-3.2
"Warren, T.J.",PHX,66,20,46,31.0,26.7,56.1,47.6,6.4,16.7,38.5,15.1,19.3,78.2,6.7,22.0,28.7,14.6,9.1,5.0,3.7,3.1,14.2,15.7,74.9,4.3
"Watson, C.J.",ORL,62,20,42,16.3,13.2,28.1,47.0,3.5,8.9,39.1,5.9,7.7,77.1,2.9,12.4,15.3,8.0,4.8,2.6,1.4,1.3,6.7,6.7,35.8,3.0
"Weber, Briante",CHA,13,6,7,12.2,10.2,20.1,50.6,2.9,7.5,38.8,2.7,3.4,79.5,2.1,8.1,10.2,6.7,3.3,1.5,0.6,0.7,5.5,4.2,25.9,2.6
"Weber, Briante",GSW,7,6,1,6.6,5.7,10.4,54.8,1.7,3.6,48.0,2.3,2.9,80.0,1.3,5.1,6.4,3.9,3.4,0.9,0.9,0.6,2.0,2.0,15.4,2.3
"West, David",GSW,68,56,12,12.6,9.4,22.5,41.7,2.0,6.7,30.1,4.4,5.7,77.8,2.9,8.2,11.1,5.6,3.4,2.3,0.7,1.8,4.9,4.9,25.3,-1.8
"Westbrook, Russell",OKC,81,46,35,34.6,28.5,62.3,45.7,6.8,18.6,36.6,13.0,17.0,76.5,6.6,22.6,29.1,16.1,10.2,6.4,3.8,3.7,15.5,14.8,76.8,-3.1
"White, Okaro",MIA,35,26,9,13.5,10.2,22.3,45.7,1.7,5.6,29.7,5.7,7.6,74.4,2.8,8.6,11.4,4.7,4.2,1.4,1.3,1.3,5.9,6.3,27.7,-1.9
"Whitehead, Isaiah",BKN,73,17,56,22.5,18.7,42.2,44.2,4.9,13.6,36.2,8.9,11.9,74.9,5.6,16.2,21.8,10.2,6.3,4.3,2.5,2.1,9.3,10.2,51.1,1.6
"Whiteside, Hassan",MIA,77,39,38,32.6,25.9,57.2,45.2,5.5,15.6,35.4,12.0,15.6,77.3,6.7,21.9,28.6,13.7,8.5,4.7,3.3,4.0,12.3,13.3,69.3,-1.3
"Wiggins, Andrew",MIN,82,31,51,37.2,30.9,64.8,47.8,8.0,21.4,37.4,13.4,17.5,76.9,7.6,23.4,31.0,18.3,10.6,5.9,4.0,3.5,16.1,14.8,83.3,0.2
"Wilcox, CJ",ORL,22,8,14,4.9,4.1,8.2,49.7,0.6,2.1,28.3,1.7,2.4,71.2,1.2,4.0,5.2,2.8,1.5,0.6,0.4,0.5,1.8,2.0,10.5,0.8
"Williams, Alan",PHX,47,11,36,15.1,11.8,27.1,43.6,2.9,8.5,34.4,7.5,9.5,79.1,3.5,10.4,13.9,6.2,4.4,2.3,1.4,1.7,7.2,7.7,34.1,0.0
"Williams, Deron",CLE,24,10,14,20.3,15.9,36.1,44.1,4.0,12.0,33.1,8.4,10.7,78.9,4.6,15.0,19.6,9.5,4.6,3.3,1.3,1.5,8.1,8.8,44.2,1.7
"Williams, Deron",DAL,40,15,25,29.3,22.0,46.5,47.4,5.9,13.5,43.5,11.1,14.3,77.4,4.9,21.9,26.8,12.4,9.1,3.8,2.2,2.2,10.7,11.9,61.0,1.3
"Williams, Derrick",MIA,25,5,20,15.1,12.4,26.8,46.2,2.3,7.0,33.1,4.8,6.4,75.6,3.8,11.0,14.8,6.8,4.1,1.6,1.8,1.4,6.4,6.0,31.9,1.4
"Williams, Derrick",CLE,25,11,14,17.1,14.5,32.0,45.4,3.2,9.7,32.9,5.6,7.2,78.8,3.9,12.2,16.1,8.6,3.7,2.2,1.3,1.4,7.7,6.8,37.9,1.0
"Williams, Lou",HOU,23,15,8,25.7,23.7,50.9,46.5,5.3,17.2,30.6,9.4,11.7,80.0,6.8,19.2,26.0,14.3,7.9,4.7,3.0,2.2,11.8,10.5,62.0,-0.9
"Williams, Lou",LAL,58,19,39,24.2,20.6,43.6,47.2,5.0,13.7,36.7,9.3,12.6,74.0,5.5,16.2,21.7,11.9,7.1,4.4,2.8,2.2,10.4,10.5,55.4,-0.5
"Williams, Marvin",CHA,76,32,44,30.2,24.6,53.5,46.0,7.3,19.6,37.3,8.9,11.3,79.1,5.3,22.6,27.8,15.1,8.4,4.0,3.8,2.9,12.1,10.1,65.5,0.4
"Williams, Reggie",NOP,6,1,5,13.2,11.2,22.2,50.4,3.5,9.8,35.6,4.0,5.5,72.7,2.2,11.2,13.3,7.2,4.8,2.0,1.3,0.7,6.3,5.8,29.8,4.0
"Williams, Troy",HOU,6,4,2,23.1,21.2,48.8,43.3,4.0,15.8,25.3,10.0,12.5,80.0,7.5,16.5,24.0,12.3,5.5,4.3,2.2,2.2,8.3,10.7,56.3,2.0
"Williams, Troy",MEM,24,15,9,17.4,13.0,28.9,44.8,4.0,10.1,39.1,6.7,9.1,73.5,3.6,12.7,16.3,7.0,5.6,2.4,1.9,2.0,7.1,7.8,36.6,2.7
"Wiltjer, Kyle",HOU,14,12,2,3.1,3.3,6.3,52.3,0.7,2.2,32.3,1.3,1.6,81.8,0.5,2.4,2.9,1.8,0.6,1.4,0.2,0.3,0.5,1.1,8.6,2.7
"Winslow, Justise",MIA,18,4,14,34.7,26.4,61.4,43.0,5.4,16.3,33.3,13.4,17.4,77.3,7.5,25.2,32.7,13.2,9.1,4.1,3.3,4.1,12.7,14.9,71.7,0.3
"Withey, Jeff",UTA,51,33,18,8.5,7.0,15.0,46.3,1.5,4.1,35.7,3.1,4.1,76.6,1.7,5.6,7.3,3.6,2.0,1.2,0.8,1.1,3.1,3.3,18.5,0.4
"Wood, Christian",CHA,13,5,8,8.2,5.9,14.4,41.2,1.3,5.5,23.6,2.3,3.3,69.8,1.9,5.2,7.2,3.8,1.9,1.6,1.0,0.8,3.8,2.9,15.5,-1.5
"World Peace, Metta",LAL,25,8,17,6.4,5.4,11.2,48.2,1.8,4.5,40.2,1.8,2.4,75.0,1.1,4.8,5.9,3.7,1.9,1.1,0.6,0.3,2.4,2.3,14.4,2.4
"Wright, Brandan",MEM,28,14,14,16.0,11.5,27.1,42.5,2.7,8.2,32.8,6.1,8.2,74.3,4.0,10.8,14.8,6.3,4.4,2.4,1.5,1.8,7.3,6.8,31.8,-1.3
"Wright, Delon",TOR,27,19,8,16.5,10.8,26.0,41.5,2.8,9.4,29.8,6.6,8.8,75.5,2.7,10.3,13.0,6.6,5.1,2.4,2.1,1.9,7.3,7.6,31.1,-3.3
"Young, James",BOS,29,16,13,7.6,6.3,13.6,46.6,1.6,4.4,35.4,2.9,3.6,79.0,1.4,5.9,7.3,3.6,2.3,1.3,0.7,0.6,3.3,2.9,17.0,1.3
"Young, Joe",IND,33,18,15,4.1,3.4,7.1,48.5,1.2,2.8,41.8,1.3,1.8,72.9,0.8,3.5,4.4,2.2,1.3,0.7,0.6,0.3,1.2,1.2,9.3,1.7
"Young, Nick",LAL,60,19,41,25.9,22.6,46.4,48.6,5.4,14.8,36.6,10.3,13.7,74.7,5.7,19.2,24.9,13.9,7.4,4.2,2.7,1.8,9.1,11.9,60.8,3.5
"Young, Thaddeus",IND,74,40,34,30.2,24.2,54.1,44.9,6.1,18.3,33.5,11.0,13.6,81.1,7.2,21.2,28.4,14.1,9.8,5.1,3.1,3.6,12.4,11.3,65.6,-0.9
"Zeller, Cody",CHA,62,33,29,27.8,22.1,48.8,45.3,6.5,17.9,36.0,7.4,9.6,77.1,4.9,20.1,25.0,14.2,8.2,3.7,3.3,2.6,11.1,8.6,58.1,-3.4
"Zeller, Tyler",BOS,51,32,19,10.3,8.1,18.5,43.6,1.8,5.6,32.4,4.3,5.5,77.9,2.5,7.5,9.9,4.6,2.9,1.5,1.3,1.0,4.7,4.5,22.3,0.0
"Zimmerman, Stephen",ORL,19,8,11,5.7,4.7,9.5,50.0,1.0,3.0,33.3,2.3,3.3,68.3,1.3,4.6,5.9,3.0,1.6,0.8,0.6,0.5,1.2,2.5,12.7,2.1
"Zipser, Paul",CHI,44,21,23,19.2,15.7,34.9,45.0,3.5,11.1,31.2,5.1,6.7,76.3,4.3,13.1,17.4,9.1,5.8,2.9,1.8,1.8,7.3,6.7,39.9,-0.3
"Zubac, Ivica",LAL,38,8,30,16.0,15.0,30.5,49.2,3.2,9.2,35.1,5.7,7.4,77.3,3.9,11.9,15.9,9.2,4.7,2.8,1.8,1.7,6.3,6.3,38.9,3.5
