PLAYER,TEAM,AGE,GP,W,L,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD
Mario Hezonja,NYK,24,58,12,46,20.8,1.6,0.7,1.3,4.1,6.9,6.3,5.0,22.1,0.1,0.5,1.9,1.8
Markelle Fultz,ORL,21,19,12,7,22.5,0.9,1.1,1.4,5.4,8.2,6.1,5.3,21.2,0.3,0.9,2.7,1.5
Markieff Morris,OKC,29,58,24,34,21.9,1.2,1.6,0.4,3.6,7.8,6.7,6.6,20.8,0.4,0.4,3.0,1.7
Marquese Chriss,CLE,21,43,17,26,11.6,0.9,0.8,0.4,2.3,4.5,3.8,3.4,12.0,0.3,0.5,1.9,1.0
Marvin Bagley III,SAC,20,62,30,32,25.3,2.4,3.5,1.8,9.1,8.5,7.9,7.9,27.2,1.0,0.7,1.9,3.6
Marvin Williams,CHA,33,75,35,40,28.4,1.6,1.2,1.0,3.2,7.6,7.5,8.4,28.8,0.8,0.3,2.1,1.2
Mason Plumlee,DEN,29,82,54,28,21.1,0.8,1.4,0.5,6.2,5.6,6.3,4.8,20.5,0.9,0.4,3.1,2.5
Matthew Dellavedova,CLE,28,48,20,28,16.9,0.7,0.5,0.5,1.9,5.6,4.2,3.8,16.2,0.0,0.1,1.6,1.2
Maurice Harkless,POR,26,60,37,23,23.6,1.7,1.4,0.8,5.1,6.7,7.0,7.3,23.0,0.9,0.4,2.7,1.0
Maxi Kleber,DAL,27,71,30,41,21.2,1.2,1.1,0.7,2.4,6.8,5.6,7.2,20.8,1.1,0.3,2.0,1.0
Melvin Frazier Jr.,ORL,22,10,8,2,4.4,0.6,0.2,0.6,1.2,0.8,0.9,1.6,4.4,0.0,0.0,0.6,0.4
Meyers Leonard,POR,27,61,35,26,14.4,0.4,0.7,0.4,2.5,5.5,3.9,4.4,13.7,0.1,0.1,1.7,0.9
Michael Beasley,LAL,30,26,11,15,10.7,1.1,0.7,0.4,5.1,3.8,3.6,3.4,10.8,0.4,0.3,1.6,1.1
Michael Carter-Williams,ORL,27,28,17,11,13.3,0.5,0.5,0.5,2.6,3.8,3.4,3.0,14.9,0.5,0.3,1.7,2.0
Michael Kidd-Gilchrist,CHA,25,64,29,35,18.4,1.3,1.3,0.8,3.7,5.4,5.5,4.6,17.0,0.6,0.6,2.4,1.7
Mikal Bridges,PHX,22,82,19,63,29.5,2.4,0.8,1.8,3.1,11.6,9.7,8.8,31.8,0.5,0.4,2.5,1.3
Mike Conley,MEM,31,70,30,40,33.5,3.4,1.4,1.9,7.1,11.4,8.1,10.9,29.0,0.3,0.6,1.8,5.3
Mike Muscala,LAL,27,64,35,29,20.4,1.1,0.9,1.0,1.3,7.2,5.5,6.6,21.6,0.6,0.2,2.0,1.1
Mike Scott,PHI,30,79,44,35,17.7,0.6,0.5,0.9,1.2,5.9,5.0,5.4,18.5,0.2,0.3,2.0,0.4
Miles Bridges,CHA,21,80,38,42,21.2,1.2,1.2,0.8,4.1,6.3,5.9,5.9,22.8,0.6,0.4,1.4,0.8
Miles Plumlee,ATL,30,18,1,17,9.6,0.4,0.7,0.1,3.6,4.2,3.1,3.3,9.4,0.2,0.2,0.8,1.3
Milos Teodosic,LAC,32,15,8,7,10.0,0.0,0.2,0.0,0.5,3.6,2.3,3.5,10.5,0.1,0.1,1.8,0.7
Mitchell Creek,MIN,27,5,1,4,9.4,1.2,0.4,1.2,3.2,2.0,5.0,1.2,11.2,0.0,0.4,0.6,0.6
Mitchell Robinson,NYK,21,66,16,50,20.6,1.2,2.8,0.4,6.1,7.2,6.6,4.8,21.1,2.4,0.3,3.3,1.7
Mo Bamba,ORL,21,47,19,28,16.3,1.1,1.3,0.1,3.3,5.1,4.4,4.3,15.3,1.4,0.3,2.2,1.3
Monte Morris,DEN,24,82,54,28,24.0,1.6,0.9,1.4,4.7,6.6,6.5,5.7,24.6,0.0,0.5,1.2,1.2
Montrezl Harrell,LAC,25,82,48,34,26.3,2.0,3.5,2.0,12.9,9.9,8.1,7.7,26.9,1.3,0.9,3.1,4.4
Moritz Wagner,LAL,22,43,15,28,10.4,0.5,0.4,0.6,2.2,4.9,2.7,3.8,10.1,0.3,0.4,1.3,0.9
Myles Turner,IND,23,74,43,31,28.6,2.2,1.5,0.8,5.5,9.2,8.5,7.7,26.2,2.7,0.4,2.6,2.8
Naz Mitrou-Long,UTA,25,14,9,5,6.0,0.0,0.0,0.0,0.6,2.9,2.1,1.5,7.9,0.1,0.1,0.7,0.3
Nemanja Bjelica,SAC,31,77,38,39,23.2,1.1,2.1,1.4,4.5,8.3,6.5,6.9,25.2,0.7,0.5,2.6,1.4
Nene,HOU,36,42,29,13,13.0,0.6,0.5,0.2,2.2,3.9,3.8,3.3,12.7,0.4,0.2,2.1,1.2
Nerlens Noel,OKC,25,77,48,29,13.7,0.8,1.4,0.3,3.8,4.5,4.0,3.8,13.8,1.2,0.1,2.2,1.3
Nick Young,DEN,34,4,3,1,9.3,0.8,0.8,0.0,0.0,1.0,4.0,2.3,14.0,0.3,0.0,1.0,0.0
Nicolas Batum,CHA,30,75,35,40,31.4,1.4,1.2,0.7,2.8,9.3,8.9,8.8,31.9,0.6,0.3,1.9,1.2
Nik Stauskas,CLE,25,68,33,35,14.9,0.6,0.5,0.6,1.4,5.0,4.4,4.9,15.0,0.1,0.3,0.7,0.7
Nikola Jokic,DEN,24,80,53,27,31.3,2.0,3.8,0.6,11.8,10.4,7.1,8.4,31.5,0.7,0.8,2.9,5.2
Nikola Mirotic,MIL,28,46,24,22,27.1,2.1,1.9,2.0,4.2,9.0,7.8,8.4,30.4,0.7,0.3,2.3,2.3
Nikola Vucevic,ORL,28,80,41,39,31.4,2.5,3.3,0.6,12.3,9.8,6.9,8.6,30.8,1.1,0.8,2.0,2.7
Noah Vonleh,NYK,23,68,13,55,25.3,1.2,1.4,0.4,4.4,8.8,7.1,6.2,26.6,0.8,0.5,2.6,2.3
Norman Powell,TOR,26,60,45,15,18.8,1.4,0.6,1.4,3.9,6.7,5.3,5.9,19.0,0.2,0.4,1.6,1.2
OG Anunoby,TOR,21,67,46,21,20.2,1.2,0.9,1.1,3.3,7.3,5.5,6.3,20.5,0.3,0.5,2.1,0.9
Okaro White,WAS,26,3,2,1,2.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Omari Spellman,ATL,21,46,15,31,17.5,0.8,1.1,0.5,2.2,8.1,5.8,6.1,18.0,0.5,0.3,1.5,0.8
Omri Casspi,MEM,31,36,14,22,14.5,1.7,0.9,1.6,3.9,5.8,3.6,4.6,12.8,0.3,0.3,1.0,1.3
Otto Porter Jr.,CHI,26,56,25,31,30.1,1.8,1.3,1.9,4.3,10.3,8.4,9.1,30.7,0.6,0.2,1.9,2.0
PJ Dozier,BOS,22,6,5,1,8.5,0.3,1.5,0.5,2.0,1.3,3.0,1.2,7.3,0.0,0.0,0.3,0.5
PJ Tucker,HOU,34,82,53,29,34.2,1.4,0.8,1.0,1.4,11.4,9.1,10.5,36.2,0.5,0.2,3.1,1.4
Pascal Siakam,TOR,25,80,57,23,31.8,3.1,1.5,3.8,10.5,9.6,8.1,8.6,30.3,0.7,0.5,3.0,3.0
Pat Connaughton,MIL,26,61,43,18,20.7,0.7,1.0,0.9,3.0,6.5,6.0,4.9,17.9,0.4,0.3,1.3,0.6
Patrick Beverley,LAC,30,78,48,30,27.4,1.1,0.6,1.1,2.0,9.4,8.0,7.9,28.0,0.6,0.3,3.4,2.0
Patrick McCaw,TOR,23,29,17,12,13.7,0.2,0.1,0.7,1.1,5.7,3.9,4.3,14.3,0.1,0.1,1.3,0.5
Patrick Patterson,OKC,30,63,40,23,13.7,0.7,0.4,0.5,1.0,5.0,4.4,3.8,15.1,0.2,0.1,0.7,0.5
Patty Mills,SAS,30,82,48,34,23.3,1.6,0.7,1.4,1.9,7.3,6.5,6.7,23.6,0.1,0.1,1.6,1.5
Pau Gasol,MIL,38,30,17,13,12.0,0.4,0.6,0.2,1.9,4.0,2.8,4.6,11.7,0.5,0.2,1.0,1.1
Paul George,OKC,29,77,46,31,36.9,4.9,2.9,4.5,7.4,11.7,8.9,8.6,35.9,0.4,1.0,2.8,5.5
Paul Millsap,DEN,34,70,49,21,27.1,1.8,2.5,1.0,6.6,9.5,5.7,7.1,27.5,0.8,0.7,2.6,3.2
Quincy Acy,PHX,28,10,2,8,12.3,0.0,0.6,0.0,0.4,3.8,5.1,1.9,9.6,0.4,0.0,2.4,1.4
Quincy Pondexter,SAS,31,53,29,24,5.5,0.3,0.1,0.3,0.8,2.4,1.2,1.8,5.7,0.0,0.1,0.5,0.5
Quinn Cook,GSW,26,74,49,25,14.3,0.9,0.5,1.3,1.8,5.3,4.3,5.0,14.8,0.0,0.3,1.2,0.4
RJ Hunter,BOS,25,1,1,0,25.7,5.0,0.0,2.0,2.0,0.0,9.0,0.0,14.0,0.0,1.0,3.0,1.0
Rajon Rondo,LAL,33,46,19,27,29.8,1.7,0.8,1.0,4.7,12.7,9.1,11.5,32.8,0.2,0.7,2.2,1.2
Raul Neto,UTA,27,37,26,11,12.8,1.1,0.1,0.6,2.7,4.1,3.1,2.6,13.8,0.1,0.2,1.3,1.1
Rawle Alkins,CHI,21,10,3,7,12.0,0.7,0.9,0.9,2.0,3.3,2.5,2.0,11.2,0.0,0.4,0.7,0.7
Ray Spalding,PHX,22,14,3,11,10.5,0.7,1.1,0.9,3.4,3.9,3.0,1.8,9.3,0.6,0.2,1.6,0.6
Raymond Felton,OKC,35,33,19,14,11.5,0.8,0.5,0.7,1.3,3.2,3.5,2.9,11.8,0.2,0.1,0.9,0.4
Reggie Bullock,LAL,28,63,27,36,29.8,1.4,0.9,1.0,1.8,10.7,7.3,9.2,32.3,0.2,0.4,1.7,1.1
Reggie Jackson,DET,29,82,41,41,27.9,2.1,0.9,1.4,4.7,9.4,6.9,7.3,28.7,0.1,0.5,2.5,2.3
Richaun Holmes,PHX,25,70,16,54,16.9,1.4,1.7,0.6,6.3,6.4,5.8,4.9,16.9,1.1,0.4,2.8,2.2
Ricky Rubio,UTA,28,68,40,28,27.9,1.9,0.7,1.3,4.3,9.6,6.4,6.9,26.3,0.1,0.4,2.6,2.8
Robert Covington,MIN,28,35,20,15,34.4,2.8,1.9,3.0,3.3,10.8,9.1,9.1,32.0,1.3,0.3,3.6,2.3
Robert Williams III,BOS,21,32,18,14,8.8,0.7,0.4,0.3,2.2,3.0,2.8,2.4,8.4,1.3,0.1,1.1,0.4
Robin Lopez,CHI,31,74,20,54,21.7,0.7,1.7,0.1,7.6,7.4,6.0,5.7,22.0,1.1,0.3,1.7,2.0
Rodions Kurucs,BKN,21,63,36,27,20.5,1.3,0.9,1.0,4.4,7.7,5.5,5.6,22.2,0.4,0.7,2.3,1.1
Rodney Hood,POR,26,72,29,43,26.3,1.5,0.6,1.0,3.4,8.5,7.0,7.3,27.4,0.2,0.3,2.0,1.6
Rodney McGruder,LAC,27,66,31,35,23.5,0.9,1.2,0.8,3.0,8.8,6.6,6.2,21.0,0.2,0.4,1.7,1.0
Ron Baker,WAS,26,15,4,11,10.1,0.2,0.0,0.1,0.3,4.5,2.7,2.4,11.2,0.1,0.1,1.2,0.5
Rondae Hollis-Jefferson,BKN,24,59,27,32,20.9,1.4,1.2,1.1,6.1,7.6,6.3,4.8,22.4,0.5,0.8,1.8,2.7
Royce O'Neale,UTA,26,82,50,32,20.4,1.1,0.2,1.2,2.3,7.3,4.5,4.6,19.8,0.3,0.2,2.1,0.6
Rudy Gay,SAS,32,69,42,27,26.7,2.1,1.4,1.0,5.6,8.0,7.1,7.6,25.6,0.5,0.5,2.3,2.0
Rudy Gobert,UTA,27,81,50,31,31.8,2.3,4.2,0.5,11.7,11.1,7.3,7.9,30.3,2.3,0.7,2.9,5.8
Russell Westbrook,OKC,30,73,44,29,36.0,4.5,2.7,5.2,10.9,11.8,8.9,9.1,35.9,0.5,0.9,3.4,4.7
Ryan Anderson,MIA,31,25,7,18,12.9,0.4,0.3,0.3,0.6,5.5,3.1,5.0,13.8,0.0,0.3,1.0,0.8
Ryan Arcidiacono,CHI,25,81,22,59,24.2,0.9,0.4,0.5,2.2,7.8,6.9,6.5,24.1,0.0,0.2,2.1,1.5
Ryan Broekhoff,DAL,28,42,15,27,10.8,0.5,0.5,0.4,0.8,2.4,2.7,3.0,10.3,0.1,0.1,0.8,0.4
Salah Mejri,DAL,33,36,13,23,11.1,0.4,0.8,0.3,2.4,2.8,3.3,3.6,11.2,0.7,0.2,1.5,1.0
Sam Dekker,WAS,25,47,14,33,16.8,1.6,1.0,1.2,4.0,6.2,4.7,5.4,18.2,0.1,0.4,1.0,0.7
Scott Machado,LAL,29,4,3,1,4.8,0.5,0.0,1.0,1.5,2.0,1.3,1.3,3.5,0.0,0.0,0.5,0.3
Semi Ojeleye,BOS,24,56,39,17,10.6,0.6,0.6,0.8,1.3,3.1,3.0,2.8,10.1,0.1,0.2,0.8,0.6
Serge Ibaka,TOR,29,74,53,21,27.2,1.8,2.6,1.1,8.3,8.8,7.3,7.0,26.5,1.4,0.4,2.9,2.1
Seth Curry,POR,28,74,49,25,18.9,1.3,0.9,0.9,1.4,6.1,5.4,5.7,17.7,0.2,0.2,1.3,1.1
Shabazz Napier,BKN,27,56,26,30,17.6,1.0,0.8,1.1,2.5,6.3,3.9,4.3,18.2,0.3,0.5,1.2,2.0
Shai Gilgeous-Alexander,LAC,20,82,48,34,26.5,1.6,0.6,1.7,5.3,9.7,7.4,8.5,29.3,0.5,0.8,2.1,2.2
Shake Milton,PHI,22,20,10,10,13.4,1.0,0.4,0.6,1.5,3.4,3.3,3.6,15.7,0.4,0.2,1.5,0.4
Shaquille Harrison,CHI,25,73,20,53,19.6,1.5,0.5,1.3,4.3,6.3,5.8,5.3,21.0,0.4,0.6,1.7,1.6
Shaun Livingston,GSW,33,64,45,19,15.1,0.5,0.5,0.5,2.5,5.6,4.3,4.7,15.3,0.4,0.2,1.2,0.7
Shelvin Mack,CHA,29,57,22,35,21.9,1.1,0.4,0.8,3.5,7.5,5.7,7.0,19.5,0.1,0.7,1.5,1.1
Sindarius Thornwell,LAC,24,64,37,27,4.9,0.3,0.0,0.2,0.4,1.9,1.1,1.6,4.9,0.1,0.0,0.6,0.3
Skal Labissiere,POR,23,22,12,10,8.0,0.3,0.4,0.2,1.5,4.0,2.7,2.4,8.7,0.3,0.1,1.3,0.5
Solomon Hill,NOP,28,44,14,30,20.0,0.6,0.5,0.5,1.5,7.6,6.6,6.7,20.5,0.2,0.2,1.8,0.8
Spencer Dinwiddie,BKN,26,68,36,32,28.1,2.3,1.5,1.4,6.6,9.6,8.6,6.8,28.9,0.3,0.5,2.8,4.2
Stanley Johnson,NOP,23,66,28,38,18.3,1.1,0.8,1.0,2.9,7.2,4.5,4.2,19.4,0.2,0.6,1.7,1.0
Stephen Curry,GSW,31,69,52,17,33.8,3.8,2.5,4.6,5.6,12.0,9.4,10.6,32.5,0.4,0.5,2.4,3.6
Sterling Brown,MIL,24,58,45,13,17.8,1.2,0.6,1.3,2.9,5.6,4.2,5.2,16.5,0.1,0.3,1.5,0.5
Steven Adams,OKC,25,80,47,33,33.4,1.5,3.6,1.3,11.7,11.3,7.9,8.1,33.2,1.0,0.6,2.6,3.5
Svi Mykhailiuk,DET,22,42,19,23,10.5,0.4,0.1,0.5,0.5,4.0,3.7,2.6,10.5,0.0,0.2,0.6,0.5
T.J. McConnell,PHI,27,76,46,30,19.3,0.8,0.5,0.9,3.5,6.0,5.2,5.8,20.3,0.2,0.3,1.4,0.6
T.J. Warren,PHX,25,43,10,33,31.6,4.0,1.8,3.7,8.6,12.3,9.5,9.7,34.2,0.7,0.7,2.8,2.2
TJ Leaf,IND,22,58,35,23,9.0,0.6,1.0,0.7,3.0,2.8,2.4,2.6,8.4,0.3,0.2,0.6,0.4
Tahjere McCall,BKN,24,1,0,1,8.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,8.0,0.0,0.0,2.0,3.0
Taj Gibson,MIN,34,70,32,38,24.1,1.9,2.8,1.0,7.5,7.7,7.7,7.5,24.9,0.6,0.8,2.7,2.2
Taurean Prince,ATL,25,55,19,36,28.2,1.9,1.1,2.2,3.9,12.7,8.6,10.9,29.4,0.3,0.3,2.6,2.1
Terrance Ferguson,OKC,21,74,44,30,26.1,1.3,0.9,1.5,1.9,8.7,6.3,6.0,26.4,0.2,0.2,3.1,0.8
Terrence Jones,HOU,27,2,2,0,2.6,0.0,0.0,0.0,1.0,2.5,2.0,1.0,3.0,0.0,0.0,0.5,0.5
Terrence Ross,ORL,28,81,42,39,26.5,1.8,1.0,1.7,2.0,7.5,6.0,6.2,24.3,0.4,0.3,1.5,1.2
Terry Rozier,BOS,25,79,47,32,22.7,1.4,0.8,2.0,2.9,7.2,6.7,5.9,21.8,0.3,0.3,1.3,1.4
Thabo Sefolosha,UTA,35,50,28,22,12.2,0.9,0.2,0.7,1.2,3.7,2.5,2.9,12.2,0.1,0.1,0.8,0.3
Thaddeus Young,IND,31,81,47,34,30.7,2.5,2.6,1.2,9.4,9.4,8.6,9.0,28.7,0.4,0.6,2.4,2.2
Theo Pinson,BKN,23,18,7,11,11.7,0.9,0.4,0.7,1.3,3.7,2.7,2.9,10.6,0.0,0.2,0.8,0.8
Thomas Bryant,WAS,21,72,29,43,20.8,1.2,2.1,0.7,6.8,7.2,5.9,6.4,23.9,0.9,0.4,1.8,1.8
Thomas Welsh,DEN,23,11,8,3,3.3,0.3,0.0,0.0,0.4,0.1,0.7,1.5,3.6,0.0,0.0,0.3,0.2
Thon Maker,DET,22,64,44,20,15.2,0.9,0.7,0.6,1.8,4.2,3.9,4.1,14.4,0.8,0.2,1.6,1.1
Tim Frazier,MIL,28,59,27,32,19.0,0.6,0.4,0.8,2.2,6.8,4.6,5.5,19.3,0.1,0.2,1.9,1.3
Tim Hardaway Jr.,DAL,27,65,14,51,31.6,2.8,1.5,2.5,4.4,10.7,9.2,8.8,33.6,0.1,0.8,2.2,3.8
Timothe Luwawu-Cabarrot,CHI,24,50,25,25,13.4,0.6,0.4,0.9,1.6,4.3,4.2,4.3,14.5,0.2,0.4,1.5,0.7
Tobias Harris,PHI,26,82,46,36,34.7,2.1,2.0,2.2,8.6,12.1,9.1,10.8,37.3,0.5,0.7,2.2,2.6
Tomas Satoransky,WAS,27,80,32,48,27.0,1.5,1.1,1.1,4.3,9.6,7.6,7.4,29.8,0.2,0.3,2.2,1.9
Tony Bradley,UTA,21,3,2,1,12.0,0.7,2.0,0.7,5.3,7.0,4.0,5.0,16.7,0.7,0.0,2.0,0.7
Tony Parker,CHA,37,56,30,26,17.9,1.1,0.7,0.7,4.8,4.5,5.3,4.9,18.8,0.1,0.7,0.9,1.7
Tony Snell,MIL,27,74,55,19,17.6,1.0,0.6,1.0,2.0,5.6,4.8,3.8,15.7,0.2,0.1,1.2,0.4
Torrey Craig,DEN,28,75,50,25,20.0,1.1,1.0,1.2,2.5,6.2,4.8,5.0,19.9,0.6,0.2,2.3,0.8
Trae Young,ATL,20,81,29,52,30.9,2.4,1.4,3.0,7.9,13.9,9.5,11.7,33.6,0.2,1.2,1.7,5.3
Treveon Graham,BKN,25,35,19,16,20.4,0.3,0.6,0.4,1.2,6.2,5.1,5.3,22.7,0.2,0.2,1.9,1.1
Trevon Duval,HOU,20,3,2,1,1.9,0.7,0.0,0.0,0.7,1.3,0.7,0.7,2.7,0.0,0.0,0.0,0.0
Trevor Ariza,WAS,33,69,22,47,34.0,2.5,1.2,2.3,3.9,13.3,9.3,10.9,38.9,0.3,0.5,1.9,2.2
Trey Burke,DAL,26,58,16,42,19.4,1.6,0.6,1.1,4.1,5.1,6.0,5.1,20.0,0.1,0.7,1.0,1.7
Trey Lyles,DEN,23,64,42,22,17.5,1.3,1.2,1.0,4.2,5.0,4.9,4.2,18.5,0.4,0.4,1.5,1.5
Tristan Thompson,CLE,28,43,8,35,27.9,1.5,3.7,0.5,8.8,10.0,7.7,7.6,29.7,0.4,0.8,2.1,2.8
Troy Brown Jr.,WAS,19,52,20,32,14.0,0.9,0.6,0.7,2.3,4.4,3.9,3.8,15.4,0.1,0.5,1.1,0.8
Troy Caupain,ORL,23,4,3,1,3.9,0.0,0.8,0.0,0.5,0.3,0.0,0.8,3.0,0.0,0.0,0.0,0.0
Troy Daniels,PHX,27,51,13,38,14.9,0.8,0.6,0.5,0.8,5.7,4.3,3.7,16.5,0.1,0.1,1.5,0.6
Troy Williams,SAC,24,21,7,14,14.9,1.6,0.7,1.9,2.8,5.5,4.3,4.5,15.8,0.4,0.3,1.8,0.6
Tyler Cavanaugh,UTA,25,11,7,4,3.6,0.0,0.0,0.2,0.4,1.9,1.4,0.7,5.1,0.0,0.0,0.3,0.1
Tyler Davis,OKC,22,1,1,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Dorsey,MEM,23,48,11,37,14.5,0.9,0.4,1.1,2.1,5.4,3.1,5.2,14.5,0.0,0.4,1.1,1.0
Tyler Johnson,PHX,27,57,26,31,26.8,1.4,1.0,1.1,4.0,10.3,8.4,7.6,25.8,0.5,0.5,1.7,2.0
Tyler Lydon,DEN,23,25,20,5,3.7,0.2,0.3,0.1,0.4,0.8,1.1,1.0,4.2,0.0,0.1,0.4,0.1
Tyler Ulis,CHI,23,1,0,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Zeller,MEM,29,6,3,3,15.5,0.0,2.0,0.0,5.0,2.2,4.0,2.3,10.3,0.5,0.2,3.3,1.8
Tyreke Evans,IND,29,69,41,28,20.3,2.0,0.6,2.3,4.3,6.4,5.3,6.4,19.4,0.3,0.8,1.7,1.9
Tyrone Wallace,LAC,25,62,34,28,10.1,0.9,0.3,0.8,2.5,3.8,3.5,3.2,9.8,0.1,0.5,1.3,0.8
Tyson Chandler,LAL,36,55,26,29,15.9,0.5,1.1,0.1,2.2,6.2,4.5,5.0,14.8,0.4,0.1,2.0,1.3
Tyus Jones,MIN,23,68,29,39,22.9,1.3,0.5,0.9,3.3,6.4,6.5,6.6,24.0,0.1,0.3,1.1,1.1
Udonis Haslem,MIA,39,10,8,2,7.5,0.2,0.6,0.0,1.2,1.7,2.4,2.5,6.6,0.0,0.1,0.9,0.7
Victor Oladipo,IND,27,36,25,11,31.9,3.2,1.1,3.9,5.8,9.3,8.2,8.5,26.4,0.3,1.4,2.0,3.6
Vince Carter,ATL,42,76,25,51,17.5,0.9,0.5,0.7,1.5,7.4,5.3,5.1,16.7,0.4,0.1,1.9,1.1
Vincent Edwards,HOU,23,2,1,1,7.9,0.0,1.5,0.0,0.0,1.5,2.5,1.0,7.0,0.0,0.0,0.0,0.5
Wade Baldwin IV,POR,23,16,10,6,5.9,0.0,0.0,0.1,0.8,2.6,1.9,2.2,6.1,0.1,0.3,0.7,0.6
Walter Lemon Jr.,CHI,26,6,1,5,27.9,2.0,1.2,1.3,10.0,9.3,6.3,7.8,28.3,0.2,2.0,2.3,1.8
Wayne Ellington,DET,31,53,26,27,24.5,1.7,1.1,1.2,1.5,8.2,6.0,6.1,23.4,0.1,0.2,1.7,0.7
Wayne Selden,CHI,24,75,27,48,19.2,1.2,0.5,0.9,2.7,6.2,5.2,5.5,19.1,0.2,0.4,1.7,1.1
Wendell Carter Jr.,CHI,20,44,10,34,25.2,1.5,1.7,0.7,6.5,8.7,6.7,7.2,22.9,1.3,0.6,3.5,2.4
Wes Iwundu,ORL,24,68,36,32,18.1,1.0,0.8,1.0,1.9,5.2,4.7,4.2,18.0,0.3,0.4,1.8,1.1
Wesley Johnson,WAS,31,38,17,21,14.1,0.4,0.4,0.3,0.6,4.8,4.4,4.2,15.6,0.3,0.0,1.7,0.4
Wesley Matthews,IND,32,69,27,42,30.3,1.4,1.4,1.0,2.7,10.6,8.3,11.2,30.6,0.2,0.4,2.3,2.3
Will Barton,DEN,28,43,27,16,27.7,1.8,1.3,1.7,4.6,8.9,6.8,7.9,28.9,0.5,0.5,1.9,1.4
Willie Cauley-Stein,SAC,25,81,39,42,27.3,1.9,1.3,1.6,9.4,8.8,7.9,8.1,29.1,0.6,0.9,2.8,2.7
Willy Hernangomez,CHA,25,58,31,27,14.0,0.7,2.1,0.4,4.6,4.9,3.9,4.4,15.7,0.3,0.5,1.7,1.9
Wilson Chandler,LAC,32,51,35,16,23.1,0.8,0.7,1.3,1.7,9.0,5.9,6.2,23.8,0.4,0.1,2.4,0.5
Yante Maten,MIA,22,2,1,1,6.5,1.0,0.0,1.0,1.0,1.0,4.0,1.5,7.0,0.0,0.0,0.0,0.5
Yogi Ferrell,SAC,26,71,33,38,15.0,1.0,0.3,1.3,1.9,5.4,4.7,4.0,15.5,0.1,0.3,0.9,1.3
Yuta Watanabe,MEM,24,15,5,10,11.6,0.9,0.4,0.7,1.5,4.6,3.1,3.2,10.3,0.1,0.1,0.7,0.4
Zach Collins,POR,21,77,51,26,17.6,0.8,1.4,0.4,3.6,6.1,5.7,5.2,16.6,0.9,0.4,2.3,1.6
Zach LaVine,CHI,24,63,16,47,34.5,3.8,2.2,3.3,10.7,12.3,9.4,9.0,34.3,0.4,1.6,2.2,4.1
Zach Lofton,DET,26,1,1,0,3.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Zaza Pachulia,DET,35,68,35,33,12.9,0.5,0.9,0.2,2.0,4.3,2.9,2.8,13.2,0.3,0.3,2.2,2.0
Zhaire Smith,PHI,20,6,2,4,18.4,1.3,0.7,0.3,2.3,6.3,5.0,6.3,20.3,0.3,0.5,1.3,0.7
Zhou Qi,HOU,23,1,0,1,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
