PLAYER,TEAM,AGE,Less Than 5 ft. FGM,Less Than 5 ft. FGA,Less Than 5 ft. FG PCT,5-9 ft. FGM,5-9 ft. FGA,5-9 ft. FG PCT,10-14 ft. FGM,10-14 ft. FGA,10-14 ft. FG PCT,15-19 ft. FGM,15-19 ft. FGA,15-19 ft. FG PCT,20-24 ft. FGM,20-24 ft. FGA,20-24 ft. FG PCT,25-29 ft. FGM,25-29 ft. FGA,25-29 ft. FG PCT
Aaron Gordon,ORL,23,3.2,5.2,60.9,0.3,1.0,34.7,0.5,1.3,38.4,0.4,1.3,29.6,0.8,2.0,40.4,0.9,2.7,32.7
Aaron Holiday,IND,22,0.6,1.1,58.2,0.2,0.5,31.8,0.1,0.4,31.3,0.3,0.7,41.2,0.3,0.7,40.6,0.7,2.0,34.7
Abdel Nader,OKC,25,0.8,1.4,56.5,0.2,0.4,39.1,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.9,36.4,0.3,0.8,30.4
Al Horford,BOS,33,2.3,3.4,68.8,0.8,1.4,55.3,0.5,1.0,49.3,0.8,1.4,55.8,0.4,1.3,35.3,0.9,2.1,39.7
Al-Farouq Aminu,POR,28,1.7,2.9,59.6,0.2,0.4,37.1,0.0,0.2,13.3,0.0,0.2,22.2,0.7,2.0,36.6,0.5,1.6,30.2
Alan Williams,BKN,26,0.8,1.0,80.0,0.4,0.8,50.0,0.4,0.6,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Alec Burks,SAC,27,1.5,2.7,55.5,0.2,0.7,23.9,0.1,0.5,26.7,0.2,0.8,25.5,0.4,1.0,38.1,0.7,1.8,36.6
Alex Abrines,OKC,25,0.3,0.6,55.6,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,40.0,0.7,1.9,37.9,0.7,2.2,30.4
Alex Caruso,LAL,25,1.7,3.5,49.4,0.2,0.4,45.5,0.2,0.7,25.0,0.1,0.4,33.3,0.4,0.9,42.9,0.6,1.3,46.9
Alex Len,ATL,26,2.8,4.6,61.2,0.2,0.6,34.7,0.1,0.2,31.6,0.1,0.2,23.5,0.6,1.6,34.1,0.4,1.0,40.0
Alex Poythress,ATL,25,1.4,2.5,56.6,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.1,0.0,0.4,1.0,42.1,0.0,0.2,25.0
Alfonzo McKinnie,GSW,26,1.1,1.7,66.1,0.1,0.2,26.7,0.1,0.1,50.0,0.0,0.1,33.3,0.4,1.2,32.1,0.3,0.6,40.9
Alize Johnson,IND,23,0.1,0.4,33.3,0.1,0.4,20.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.2,50.0,0.0,0.1,0.0
Allen Crabbe,BKN,27,0.5,0.9,52.6,0.1,0.3,20.0,0.2,0.4,47.1,0.1,0.6,22.2,1.1,2.7,41.2,1.2,3.7,33.3
Allonzo Trier,NYK,23,1.9,3.5,54.1,0.1,0.2,33.3,0.3,0.8,41.2,0.4,1.3,33.3,0.3,0.9,39.3,0.6,1.4,40.2
Amile Jefferson,ORL,26,0.8,1.1,76.9,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amir Johnson,PHI,32,1.1,1.5,68.4,0.2,0.6,31.3,0.0,0.1,66.7,0.0,0.0,100,0.1,0.3,17.6,0.2,0.5,37.5
Andre Drummond,DET,25,6.2,10.3,59.6,0.7,2.0,37.8,0.1,0.4,31.3,0.0,0.1,11.1,0.0,0.2,16.7,0.0,0.3,15.0
Andre Iguodala,GSW,35,1.4,1.6,82.1,0.0,0.1,0.0,0.1,0.2,30.8,0.1,0.3,29.4,0.4,1.1,37.7,0.3,1.1,28.4
Andre Ingram,LAL,33,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.5,0.0
Andrew Bogut,GSW,34,1.3,2.3,56.0,0.2,0.5,33.3,0.2,0.4,50.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Harrison,NOP,24,0.5,0.9,53.3,0.1,0.2,33.3,0.1,0.3,50.0,0.0,0.3,0.0,0.1,0.7,9.1,0.2,0.8,28.6
Andrew Wiggins,MIN,24,3.0,5.4,55.8,0.5,1.4,38.5,0.5,1.6,33.3,0.8,2.5,31.7,1.0,2.7,38.8,0.9,2.9,31.4
Anfernee Simons,POR,20,0.5,0.7,76.9,0.1,0.5,25.0,0.1,0.4,33.3,0.3,0.5,57.1,0.2,0.7,33.3,0.3,0.9,35.3
Angel Delgado,LAC,24,0.5,2.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ante Zizic,CLE,22,2.4,3.8,63.3,0.3,1.0,34.5,0.3,0.6,45.5,0.1,0.3,35.3,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Davis,NOP,26,5.7,8.1,70.3,1.0,2.6,38.4,1.0,2.3,41.5,0.7,2.1,32.2,0.5,1.2,42.4,0.6,1.9,31.5
Anthony Tolliver,MIN,34,0.2,0.4,46.2,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.1,75.0,0.5,1.6,31.3,0.8,1.8,43.1
Antonio Blakeney,CHI,22,0.8,1.3,57.5,0.5,1.1,47.3,0.6,1.5,37.6,0.4,1.3,27.5,0.7,1.4,49.3,0.2,0.7,26.3
Aron Baynes,BOS,32,1.3,2.4,55.4,0.1,0.3,41.2,0.1,0.3,46.2,0.1,0.2,36.4,0.1,0.3,43.8,0.3,0.9,31.1
Austin Rivers,HOU,26,1.3,2.2,57.8,0.3,0.8,42.4,0.1,0.2,31.3,0.0,0.0,33.3,0.5,1.6,33.6,0.9,2.7,31.7
Avery Bradley,MEM,28,0.8,1.8,45.7,0.3,0.7,37.2,0.2,0.5,38.2,0.8,1.7,46.4,1.2,3.1,39.7,0.6,1.7,36.5
BJ Johnson,SAC,23,0.3,0.7,40.0,0.2,0.2,100,0.5,0.8,66.7,0.2,0.4,50.0,0.4,0.6,75.0,0.0,0.4,0.0
Bam Adebayo,MIA,21,2.8,4.1,67.7,0.2,0.7,33.9,0.3,0.7,37.5,0.1,0.2,44.4,0.0,0.1,0.0,0.0,0.1,42.9
Ben McLemore,SAC,26,0.2,0.5,44.4,0.0,0.2,0.0,0.0,0.1,0.0,0.2,0.3,60.0,0.6,1.6,35.7,0.4,0.9,47.1
Ben Simmons,PHI,22,5.6,8.6,65.0,1.0,2.3,42.5,0.2,0.9,25.4,0.0,0.3,9.5,0.0,0.0,100,0.0,0.1,0.0
Billy Garrett,NYK,24,1.3,1.5,83.3,0.0,0.0,0.0,1.0,2.0,50.0,0.5,0.8,66.7,0.0,1.0,0.0,0.0,1.5,0.0
Bismack Biyombo,CHA,26,1.3,2.1,63.7,0.2,0.4,40.9,0.1,0.2,41.7,0.1,0.1,42.9,0.0,0.0,0.0,0.0,0.0,0.0
Blake Griffin,DET,30,4.6,7.2,64.4,0.7,2.2,32.7,0.2,0.8,24.2,0.1,0.5,26.3,1.1,2.7,40.3,1.5,4.4,33.3
Boban Marjanovic,PHI,30,2.1,3.1,69.2,0.4,0.8,46.3,0.2,0.4,57.1,0.1,0.3,42.9,0.1,0.1,42.9,0.0,0.1,20.0
Bobby Portis,WAS,24,2.4,4.3,55.3,0.9,2.1,42.5,0.4,0.9,44.4,0.3,0.9,27.7,0.4,1.5,30.1,1.2,2.8,42.3
Bogdan Bogdanovic,SAC,26,1.6,2.9,56.0,0.5,1.4,34.3,0.5,1.1,47.4,0.4,1.0,42.9,0.9,2.3,36.8,1.2,3.5,36.0
Bojan Bogdanovic,IND,30,2.9,4.6,63.1,0.5,1.2,38.8,0.6,1.3,42.2,0.4,1.0,45.0,1.0,1.8,52.4,1.1,2.9,37.0
Bonzie Colson,MIL,23,0.9,1.9,46.2,0.2,0.4,50.0,0.0,0.3,0.0,0.2,0.2,100,0.5,1.5,33.3,0.3,1.6,18.2
Brad Wanamaker,BOS,29,0.5,0.7,69.2,0.2,0.4,42.9,0.1,0.2,28.6,0.2,0.4,50.0,0.1,0.3,20.0,0.4,0.9,44.1
Bradley Beal,WAS,26,4.2,6.4,65.8,0.4,1.0,42.4,0.7,1.5,46.8,1.0,2.4,42.6,1.0,2.9,34.5,1.9,5.2,35.8
Brandon Goodwin,DEN,23,0.3,0.8,40.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.4,40.0
Brandon Ingram,LAL,21,3.7,6.0,61.7,0.7,1.4,50.0,1.0,2.4,40.3,0.9,2.2,40.7,0.5,1.3,36.8,0.3,0.8,31.7
Brandon Knight,CLE,27,0.6,1.1,53.5,0.1,0.6,20.8,0.2,0.8,27.3,0.4,0.6,65.2,0.4,1.2,37.8,0.7,2.3,31.9
Brandon Sampson,CHI,22,0.9,1.5,63.2,0.5,0.9,50.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.9,41.7,0.5,1.3,35.3
Brook Lopez,MIL,31,1.4,1.9,74.2,0.3,0.7,41.7,0.3,0.5,53.8,0.0,0.1,33.3,0.6,1.4,40.2,1.7,4.8,35.5
Bruce Brown,DET,22,1.1,2.3,49.1,0.2,0.5,34.2,0.0,0.1,37.5,0.0,0.1,25.0,0.2,0.6,34.0,0.1,0.6,19.0
Bruno Caboclo,MEM,23,1.2,2.2,56.8,0.1,0.4,20.0,0.0,0.1,0.0,0.0,0.0,100,0.8,2.2,37.3,0.6,1.6,40.0
Bryn Forbes,SAS,25,0.7,1.3,54.7,0.4,0.8,46.3,0.3,0.7,41.8,0.7,1.3,51.9,0.8,2.0,42.0,1.5,3.5,42.7
Buddy Hield,SAC,26,2.3,3.8,58.7,0.2,0.8,26.2,0.5,1.2,45.0,0.9,2.1,42.0,1.8,4.1,44.8,1.8,4.4,41.5
C.J. Williams,MIN,29,0.5,0.8,54.5,0.1,0.2,50.0,0.1,0.1,100,0.2,0.3,66.7,0.2,0.6,37.5,0.3,0.7,40.0
CJ McCollum,POR,27,2.2,4.2,54.0,0.8,1.8,42.7,1.0,2.0,51.0,1.4,2.7,52.4,1.1,2.8,40.0,1.6,4.3,36.9
CJ Miles,MEM,32,0.4,0.9,44.0,0.1,0.3,28.6,0.1,0.3,41.2,0.1,0.4,38.9,0.8,1.6,45.9,0.6,2.4,26.2
Caleb Swanigan,SAC,22,0.6,1.2,52.0,0.2,0.5,30.0,0.1,0.3,16.7,0.0,0.1,0.0,0.0,0.3,14.3,0.0,0.1,0.0
Cameron Payne,CLE,24,1.0,1.7,56.7,0.4,0.7,55.6,0.3,0.6,40.0,0.1,0.3,40.0,0.4,0.9,40.0,0.4,1.5,25.9
Cameron Reynolds,MIN,24,0.2,0.6,36.4,0.1,0.2,50.0,0.3,0.4,71.4,0.0,0.2,0.0,0.6,1.6,35.5,0.6,1.1,52.4
Caris LeVert,BKN,24,2.8,5.0,55.8,0.7,1.8,37.0,0.4,1.1,40.5,0.1,0.3,33.3,0.4,1.2,30.6,0.8,2.7,30.6
Carmelo Anthony,HOU,35,1.3,2.1,61.9,0.2,0.5,40.0,0.5,1.1,45.5,0.5,1.0,50.0,0.4,2.2,18.2,2.0,5.1,39.2
Cedi Osman,CLE,24,2.1,3.6,58.0,0.3,0.9,29.4,0.3,0.7,44.0,0.3,0.8,34.4,0.7,1.9,36.7,1.1,3.1,35.4
Chandler Hutchison,CHI,23,1.4,2.4,58.7,0.4,0.9,41.5,0.0,0.2,0.0,0.1,0.1,66.7,0.2,0.7,34.5,0.1,0.4,22.2
Chandler Parsons,MEM,30,0.9,1.7,51.2,0.2,0.5,50.0,0.1,0.5,23.1,0.2,0.6,42.9,0.6,1.8,31.8,0.6,2.2,29.6
Channing Frye,CLE,36,0.1,0.2,57.1,0.1,0.2,28.6,0.0,0.2,0.0,0.1,0.3,45.5,0.3,1.0,26.7,0.6,1.5,41.5
Chasson Randle,WAS,26,0.8,1.4,54.3,0.1,0.3,28.6,0.0,0.1,16.7,0.0,0.2,18.2,0.2,0.8,32.4,0.7,1.6,42.3
Cheick Diallo,NOP,22,1.7,2.4,71.1,0.5,1.0,55.9,0.3,0.6,47.2,0.2,0.3,52.6,0.0,0.1,16.7,0.0,0.0,100
Chimezie Metu,SAS,22,0.3,0.7,38.9,0.4,0.7,58.8,0.1,0.4,22.2,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.1,0.0
Chris Boucher,TOR,26,0.8,1.3,61.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.5,53.8,0.2,0.9,20.8
Chris Chiozza,HOU,23,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.4,33.3,0.1,0.3,50.0
Chris Paul,HOU,34,0.8,1.5,52.9,0.4,1.2,38.8,1.2,2.5,47.9,0.5,1.1,50.0,0.6,1.8,32.4,1.5,4.2,36.9
Christian Wood,NOP,23,2.2,3.2,68.3,0.2,0.8,25.0,0.2,0.3,60.0,0.1,0.3,20.0,0.2,0.6,30.0,0.4,0.9,38.9
Clint Capela,HOU,25,6.7,9.7,69.1,0.4,1.2,34.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Zeller,CHA,26,3.0,5.0,60.6,0.6,1.1,54.5,0.1,0.4,21.1,0.0,0.0,0.0,0.0,0.2,25.0,0.1,0.3,33.3
Collin Sexton,CLE,20,2.5,4.7,51.8,0.4,1.2,35.1,0.6,1.6,38.8,0.9,2.4,38.9,0.8,2.1,40.2,1.1,2.6,40.3
Corey Brewer,SAC,33,1.2,1.8,63.2,0.0,0.4,8.3,0.0,0.2,20.0,0.0,0.1,50.0,0.2,0.9,24.1,0.2,0.5,41.2
Cory Joseph,IND,27,0.8,1.3,59.6,0.3,0.8,37.9,0.4,0.9,44.6,0.5,1.3,39.4,0.3,1.0,34.2,0.5,1.4,33.0
Courtney Lee,DAL,33,0.4,0.7,54.5,0.1,0.3,55.6,0.2,0.5,42.9,0.3,0.8,45.8,0.5,1.0,45.7,0.1,0.7,12.0
Cristiano Felicio,CHI,26,1.4,2.3,59.3,0.1,0.3,31.6,0.1,0.1,42.9,0.1,0.1,42.9,0.0,0.1,0.0,0.0,0.1,0.0
D'Angelo Russell,BKN,23,1.8,3.3,53.1,1.0,2.2,44.0,1.4,2.8,50.7,1.0,2.3,44.0,1.0,2.5,39.6,2.0,5.7,35.7
D.J. Augustin,ORL,31,1.6,2.7,58.7,0.2,0.7,34.5,0.2,0.6,35.6,0.2,0.4,48.6,0.7,1.4,48.7,1.0,2.5,40.2
D.J. Wilson,MIL,23,0.8,1.5,53.4,0.1,0.4,38.9,0.2,0.4,38.9,0.1,0.3,25.0,0.5,1.3,38.3,0.5,1.4,36.2
DJ Stephens,MEM,28,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dairis Bertans,NOP,29,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,1.4,29.4,0.6,2.1,28.0
Damian Jones,GSW,24,2.0,2.8,73.1,0.1,0.1,100,0.0,0.0,0.0,0.1,0.1,100,0.0,0.1,0.0,0.0,0.0,0.0
Damian Lillard,POR,28,3.4,6.2,54.1,0.3,0.9,38.6,0.5,1.2,39.6,1.0,2.0,49.1,1.0,2.4,40.0,2.2,5.8,37.5
Damion Lee,GSW,26,0.3,0.6,50.0,0.2,0.3,55.6,0.1,0.4,36.4,0.3,0.5,57.1,0.5,1.1,48.6,0.4,1.2,32.4
Damyean Dotson,NYK,25,1.0,1.8,56.2,0.1,0.4,14.3,0.2,0.6,41.9,0.6,1.4,44.0,1.1,2.3,47.3,1.0,3.1,31.7
Daniel Hamilton,ATL,23,0.7,1.3,52.2,0.1,0.4,14.3,0.1,0.3,25.0,0.1,0.1,50.0,0.3,0.9,31.3,0.2,0.4,42.9
Daniel Theis,BOS,27,1.5,2.1,72.5,0.1,0.3,33.3,0.1,0.2,33.3,0.1,0.3,28.6,0.1,0.3,35.0,0.3,0.8,41.2
Danilo Gallinari,LAC,30,2.1,3.6,57.1,0.3,0.7,45.8,0.5,1.1,45.9,0.5,1.4,34.0,0.9,2.0,42.3,1.8,4.1,43.7
Danny Green,TOR,32,0.7,1.1,58.2,0.1,0.4,31.4,0.2,0.4,53.6,0.2,0.3,44.4,1.5,3.2,46.8,1.1,2.4,43.3
Dante Cunningham,SAS,32,0.5,0.8,58.8,0.1,0.3,42.1,0.1,0.1,71.4,0.0,0.2,7.7,0.4,0.9,43.4,0.1,0.2,57.1
Dante Exum,UTA,23,1.6,3.2,50.8,0.3,0.9,28.2,0.1,0.1,66.7,0.0,0.0,50.0,0.4,1.0,34.1,0.1,0.4,16.7
Danuel House Jr.,HOU,26,1.1,1.6,64.1,0.1,0.2,33.3,0.0,0.1,0.0,0.0,0.0,100,1.0,2.5,39.6,0.9,2.1,44.4
Dario Saric,MIN,25,1.8,3.0,61.0,0.1,0.5,30.0,0.0,0.3,16.0,0.2,0.5,39.0,0.6,1.8,34.2,0.9,2.5,36.9
Darius Miller,NOP,29,0.2,0.3,68.4,0.1,0.2,40.0,0.2,0.4,44.4,0.3,0.7,43.8,0.8,2.1,38.8,1.2,3.3,35.4
Darren Collison,IND,31,1.4,2.4,56.8,0.0,0.3,13.6,0.3,0.6,52.3,0.9,2.1,42.9,0.9,1.8,50.4,0.5,1.4,37.7
Daryl Macon,DAL,23,0.3,0.6,50.0,0.0,0.2,0.0,0.1,0.3,50.0,0.0,1.0,0.0,0.7,1.3,50.0,0.4,0.8,50.0
David Nwaba,CLE,26,1.5,2.5,59.5,0.4,0.9,40.9,0.2,0.3,60.0,0.0,0.0,0.0,0.3,0.9,36.4,0.2,0.6,26.7
Davis Bertans,SAS,26,0.4,0.5,70.7,0.1,0.3,29.2,0.1,0.3,47.8,0.1,0.3,50.0,0.5,1.1,47.6,1.4,3.4,42.0
Davon Reed,IND,24,0.3,0.4,75.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.2,0.3,66.7
De'Aaron Fox,SAC,21,3.0,5.0,60.9,0.8,2.3,35.1,0.6,1.4,40.4,0.7,1.6,42.5,0.5,1.6,29.2,0.7,1.8,39.9
De'Anthony Melton,PHX,21,0.9,1.7,56.6,0.2,0.6,27.6,0.2,0.4,50.0,0.1,0.4,16.7,0.3,1.0,34.0,0.3,1.1,26.4
DeAndre Jordan,NYK,30,4.0,5.9,67.7,0.1,0.4,34.5,0.0,0.1,16.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre' Bembry,ATL,24,2.4,4.1,58.2,0.2,0.8,27.4,0.1,0.4,33.3,0.0,0.1,25.0,0.2,1.0,22.4,0.4,1.1,35.2
DeMar DeRozan,SAS,29,3.1,4.6,67.4,1.4,3.1,45.5,1.7,3.9,42.7,1.6,4.1,39.8,0.4,1.1,34.5,0.0,0.2,5.6
DeMarcus Cousins,GSW,28,4.0,6.3,63.5,0.7,1.9,37.9,0.1,0.4,36.4,0.2,0.5,35.7,0.1,0.4,16.7,0.8,2.9,27.9
DeMarre Carroll,BKN,32,1.3,2.2,56.7,0.2,0.7,31.3,0.2,0.6,31.6,0.1,0.2,25.0,0.8,2.3,34.4,0.9,2.5,34.3
DeVaughn Akoon-Purcell,DEN,26,0.5,0.8,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.3,0.0
Deandre Ayton,PHX,20,4.8,6.7,71.2,0.9,1.7,53.7,0.7,1.6,42.0,0.7,1.8,36.9,0.1,0.3,30.4,0.0,0.0,0.0
Delon Wright,MEM,27,2.2,3.7,57.9,0.2,0.8,28.8,0.1,0.4,25.0,0.1,0.2,28.6,0.3,0.9,32.3,0.4,1.3,29.7
Demetrius Jackson,PHI,24,0.5,0.8,60.0,0.2,0.2,100,0.2,0.4,50.0,0.2,0.2,100,0.2,0.3,50.0,0.2,0.7,25.0
Deng Adel,CLE,22,0.1,0.4,28.6,0.1,0.1,100,0.1,0.1,50.0,0.1,0.2,33.3,0.1,0.3,33.3,0.2,0.9,23.5
Dennis Schroder,OKC,25,2.0,4.0,49.8,0.6,1.5,42.4,0.7,1.8,41.4,0.8,1.8,41.7,0.6,1.8,31.5,1.1,2.9,36.7
Dennis Smith Jr.,NYK,21,2.9,5.2,56.4,0.2,0.8,29.5,0.2,0.7,25.7,0.5,1.1,49.1,0.6,1.8,31.6,0.8,2.7,30.8
Deonte Burton,OKC,25,0.7,1.4,50.0,0.0,0.2,20.0,0.1,0.3,37.5,0.1,0.2,50.0,0.1,0.6,21.4,0.2,0.5,38.5
Derrick Favors,UTA,27,3.9,5.4,71.7,0.3,0.7,38.5,0.2,0.5,42.1,0.2,0.5,44.4,0.2,1.0,19.5,0.0,0.1,33.3
Derrick Jones Jr.,MIA,22,2.1,3.4,61.6,0.1,0.3,15.0,0.1,0.1,42.9,0.0,0.0,50.0,0.4,1.2,33.3,0.1,0.3,22.2
Derrick Rose,MIN,30,3.0,5.1,59.7,0.7,1.8,39.1,0.9,1.9,47.9,1.1,2.3,46.6,0.8,2.0,43.0,0.6,1.6,34.5
Derrick White,SAS,24,1.6,2.7,58.9,0.6,1.2,49.4,0.4,0.9,42.6,0.5,0.9,56.5,0.4,1.0,37.5,0.4,1.4,30.5
Devin Booker,PHX,22,3.3,5.4,60.9,0.9,1.7,51.4,1.6,3.1,50.7,1.1,2.3,47.3,0.7,1.9,37.3,1.6,4.9,33.0
Devin Harris,DAL,36,0.8,1.4,55.3,0.1,0.4,37.5,0.0,0.1,28.6,0.1,0.2,33.3,0.5,1.2,38.6,0.5,1.7,27.8
Devin Robinson,WAS,24,1.9,2.6,72.2,0.5,0.7,75.0,0.1,0.4,33.3,0.1,0.4,33.3,0.1,0.3,50.0,0.0,0.3,0.0
Devonte' Graham,CHA,24,0.6,1.2,50.0,0.0,0.2,28.6,0.1,0.3,28.6,0.2,0.5,33.3,0.3,0.8,37.1,0.5,1.7,28.2
Dewayne Dedmon,ATL,29,2.2,3.3,67.3,0.2,0.7,32.6,0.2,0.4,42.3,0.1,0.3,31.8,0.6,1.5,39.2,0.7,2.0,37.0
Deyonta Davis,ATL,22,1.6,1.9,82.4,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,33.3,0.0,0.1,0.0,0.0,0.0,0.0
